அப்படி /அதனால்,so,ஹாலிம்/லெந்தொ,हालिम् / ल॑न्ता॑,ꢲꢵꢭꢶꢪ꣄ / ꢭꢾꢥ꣄ꢡꣁ
அப்பால்  ,"off, away",தெகப2ல்சொ/ து3தூ3ர்,त॑कफल्चा॑ / दुदूर,ꢡꢾꢒ ꢧꢭ꣄ꢗꣁ / ꢣꢸꢣꢹꢬ꣄
அப்பாவித்தனமாக   ,innocently,ஹெதா3ர்துகன்,ह॑तार्त्तुकन्,ꢲꢾꢡꢵꢬ꣄ꢡ꣄ꢡꢸꢒꢥ꣄
அப்புறம்  ,after that,த்யெபல்சொ,तिय॑पल्चा॑,ꢡꢶꢫꢾ ꢦꢭ꣄ꢗꣁ
அப்போது  ,that time,தேவேள்/ த்யவேள்,देवेळ त्यवेळ,ꢡꢿ ꢮꢿꢳ꣄ / ꢡ꣄ꢫꢮꢿꢳ꣄
அபாண்டமாக  ,unfairly,அந்யாவ்கனி,अन्याव्कनि,ꢂꢥ꣄ꢫꢵꢮ꣄ꢒꢥꢶ
அபூர்வமாக  ,rarely,அபூர்வுகனி,अपूर्वुकन्,ꢂꢦꢹꢬ꣄ꢦꢸꢒꢥ꣄
அமர்க்களமாக  ,with pomp and show,தா4ம்தூ4ம்கன்,धाम्धूम्कन्,ꢤꢵꢪ꣄ ꢤꢹꢪ꣄ꢒꢥ꣄
அமைதியாக  ,"calmly, quietly, patiently",ஶாந்திகன்,शान्तिकन्,ꢯꢵꢥ꣄ꢡꢶꢒꢥ꣄
அருகில்  /அருகே,near,லெகு3த்த/தொ,ल॑गुत्त/ता॑,ꢭꢾꢔꢸꢡ꣄ꢡ/ꢡꣁ
அருமையாக  ,nicely,சொக்கட்கன்,चा॑क्कट्कन्,ꢗꣁꢒ꣄ꢒꢜ꣄ꢒꢥ꣄
அருவருப்பாக  ,awkwardly,கிங்கிர்கனி,किन्किर्नि,ꢒꢶꢖ꣄ꢒꢶꢬ꣄ꢥꢶ
அரைகுறையாக  ,Interim/in the middle,ஹத்3தா3முத்3து3/ம:த்3தி3ம்,हद्दामुद्दु म्हद्दिम,ꢲꢣ꣄ꢣꢵꢪꢸꢣ꣄ꢣꢸ / ꢪꢴꢣ꣄ꢣꢶꢪ꣄
அலங்கோலமாக   ,gracelessly,அஸிங்க3ம்கன்,असिङ्कम्कन्,ꢂꢱꢶꢖ꣄ꢒꢪ꣄ꢒꢥ꣄
அலட்சியமாக  ,carelessly,அலட்3ஸியம்கன்,अलड्सियम्कन्,ꢂꢭꢞ꣄ꢱꢶꢫꢪ꣄ꢒꢥ꣄
அவ்வளவு  ,that much,தித்கெ,तिक्क॑,ꢡꢶꢒ꣄ꢒꢾ
அவ்வாறு  ,that way,திஸொ,तिसा॑,ꢡꢶꢱꣁ
அவ்விதம்  ,in that manner,திஸனி,तिसनि,ꢡꢶꢱꢥꢶ
அவசரமாக  ,"urgently, hastily",அவ்ஸர்கன்,अव्सर्कन्,ꢂꢮ꣄ꢱꢬ꣄ꢒꢥ꣄
அழகாக  ,"fairly, beautifully",ஸிங்கா3ர்கன்,सिङ्कार्कन्,ꢱꢶꢖ꣄ꢒꢵꢬ꣄ꢒꢥ꣄
அழுத்தமாக  ,emphatically,ஜட3கன்/தி4ட3வ்கன்/ தெ3ஞ்சுகன்,जडकन् / धिडव्कन / द॑न्चुकन,ꢙꢞꢒꢥ꣄/ ꢤꢶꢣꢮ꣄ꢒꢥ꣄/ ꢣꢾꢛ꣄ꢗꢸꢒꢥ꣄
அன்பாக  ,affectionately,ப்ரேவ்கன்,पिरेव्कन्,ꢦꢶꢬꢿꢒꢥ꣄
ஆகையால்  ,therefore,ஹாலிம்,हालिम्,ꢲꢵꢭꢶꢪ꣄
ஆங்காரமாக  ,arrogantly,கெ3ருவ்கன்,ग॑रुवकन्,ꢔꢾꢬꢸꢮ꣄ꢒꢥ꣄
ஆச்சரியமாக  ,surprisingly,ஆஶ்சர்யுகன்,आश्चर्युकन्,ꢃꢯ꣄ꢗꢬ꣄ꢫꢸꢒꢥ꣄
ஆசையாக  ,fondly,ஆஸ்தகன்,आस्तकन्,ꢃꢱ꣄ꢡꢒꢥ꣄
ஆடம்பரமாக  ,pompously,மோஜகனி,मोजकनि,ꢪꣂꢙꢒꢥꢶ
ஆண்டுதோறும்  ,annually,ஒர்ஸொர்ஸுகனி,आ॑र्सा॑र्सुकनि,ꢏꢬ꣄ꢱꣁꢬ꣄ꢱꢸꢒꢥꢶ
ஆணித்தரமாக  ,emphatically,தீ3ர்கு4கனி,दीर्घुकनि,ꢣꢷꢬ꣄ꢕꢸꢒꢥꢶ
ஆதரவாக  ,supportively,ஆத3ரவ்கனி,आदरव्कनि,ꢃꢣꢬꢮ꣄ꢒꢥꢶ
ஆர்வமாக  ,interestedly,உத்ஸாஹ்கனி,उत्सह्कनि,ꢆꢡ꣄ꢱꢵꢲ꣄ꢒꢥꢶ
ஆரோக்கியமாக   ,healthily,ஸுஸ்திகனி,सुस्तिकनि,ꢱꢸꢱ꣄ꢡꢶꢒꢥꢶ
ஆவேசமாக  ,slap dash,அங்கூ2ர்கனி,अङ्खूरकनि,ꢂꢖ꣄ꢓꢹꢬ꣄ꢒꢥꢶ
ஆழமாக  ,deeply,லோத்கனி,लोत्कनि,ꢭꣂꢡ꣄ꢒꢥꢶ
ஆறுதலாக  ,consolingly,ஸமதா4ன்கனி,समधान्कनि,ꢗꢪꢤꢵꢥ꣄ꢒꢥꢶ
இடது பக்கமாக   ,left,தை3ரபோக்,तैरपोक्,ꢡꣀꢬꢦꣂꢒ꣄
இடையிடையே  ,now and then,ம:த்3தி3ம:த்3தி3ம்,म्हद्दिम्हद्दिम्,ꢪꢴꢣ꣄ꢣꢶꢪꢴꢣ꣄ꢣꢶꢪ꣄
இடையூறாக  ,as interference,அட்3ட3ம்கனி/ அவ்ட3கனி,अड्टम्कनि अव्डकनि,ꢂꢞ꣄ꢜꢪ꣄ꢒꢥꢶ ꢂꢮ꣄ꢞꢒꢥꢶ
இணக்கமாக  ,"agreeably, acceptably",ஸம்மத்கனி,सम्मत्कनि,ꢱꢪ꣄ꢪꢡ꣄ꢒꢥꢶ
இணையாக,jointly,செரிகனி,च॑रिकनि,ꢗꢾꢬꢶꢒꢥꢶ
இதன் மூலமாக/இதனால்,hereby,இஸகன்/ எல்யகஹால்,इसकन ए॑ल्यकहाल,ꢄꢱꢒꢥ꣄  ꢌꢭ꣄ꢫꢒꢲꢵꢭ꣄
இதுவரை  ,Heretofore,யேலெந்து,येल॑न्तु,ꢫꢿꢭꢾꢥ꣄ꢡꢸ
இப்பொழுது/ இப்போது,now,அத்தொ,अत्ता॑,ꢂꢡ꣄ꢡꣁ
இயற்கையாக  ,naturally,ப்ரக்ருதிகனி,प्रक्रुतिकनि,ꢦ꣄ꢬꢒ꣄ꢬꢸꢡꢶꢒꢥꢶ
இயல்பாக  ,naturally,ஸ்வபா4வ்கனி,स्वभाव्कनि,ꢱ꣄ꢮꢩꢵꢮ꣄ꢒꢥꢶ
இரக்கமாக  ,grace fully,தயகனி,तयकनि,ꢡꢫꢒꢥꢶ
இரகசியமாக  ,secretly,ரஹஸ்யுகனி,रहस्युकनि,ꢬꢲꢱ꣄ꢫꢸꢪ꣄ꢒꢥꢶ
இரண்டாவதாக  ,secondly,தி3வயொ,दिवया॑,ꢣꢶꢮꢫꢾ
இருமடங்காக  ,two times,தீ3வோட்,दीवोट,ꢣꢷꢮꣂꢜ꣄
இலவசமாக  ,freely,கோ3ஸ்/ நிஶ்ஶுல்குகனி,गोस् निश्शुल्कुकनि,ꢔꣂꢱ꣄ ꢥꢶꢯ꣄ꢯꢸꢭ꣄ꢒꢸꢒꢥꢶ
இலேசாக  ,lightly,ஹல்ககனி/ஹவ்லகனி,"हल्ककनि, हव्लकनि","ꢲꢭ꣄ꢒꢒꢥꢶ, ꢲꢮ꣄ꢭꢒꢥꢶ꣄"
இவ்வளவு  ,this much,இத்க,इत्क,ꢄꢒ꣄ꢒ
இவ்வாறாக  ,in this way,இஸொ/இஸனி,"इसा॑, इसनि","ꢄꢱꣁ, ꢄꢱꢥꢶ"
இவ்விதம்  ,in this way,இஸனி,इसनि,ꢄꢱꢥꢶ
இறக்கமாக  ,downwardly,ஹுத்துரஸ்திஸொ,हुत्तुरस्तिसा॑,ꢲꢸꢡ꣄ꢡꢸꢬꢱ꣄ꢡꢶꢱꣁ
இறுக்கமாக/இறுக்கம்,tightly,ஹோட்கனி/ஹோட்,होट्कनि / होट,ꢲꣂꢜ꣄ꢒꢥꢶ / ꢲꣁꢜ꣄ 
இனிமையாக  ,sweetly,கு3ள்ளெகனி/கு3ள்ளெ,गुळ्ळ॑कनि /  गुळ्ळ॑,ꢔꢸꢳ꣄ꢳꢾꢒꢥꢶ / ꢔꢸꢳ꣄ꢳꢾ
இன்னும்  ,moreover/still,அங்கு3ன்,अङ्गुन्,ꢂꢖ꣄ꢔꢸꢥ꣄
இன்று  ,today,ஹிந்தொ3,हिन्दा॑,ꢲꢶꢥ꣄ꢣꣁ
ஈடாக  ,equally,ஸெர்காஸெர்கொ,स॑र्कास॑र्का॑,ꢗꢾꢬ꣄ꢒꢵ ꢗꢾꢬ꣄ꢒꣁ
உட்பக்கமாக  ,from inside,பி4த்தர்,भित्तर्,ꢩꢶꢡ꣄ꢡꢬ꣄
உட்புறத்திலிருந்து,inwardly,பி4த்தருதொகன்,भित्तरुता॑कन,ꢩꢶꢡ꣄ꢡꢬꢸꢡꣁꢒꢥ꣄
உடனடியாக,immediately,தென்னவேங்கு3ம்,त॑न्नवेङ्गुम्,ꢡꢾꢥ꣄ꢥꢮꢾꢖ꣄ꢔꢸꢪ꣄
உடனடியாக  ,at once/ immediately,தத்க்ஷணம்/ஏவேள்,तत्क्षणम् / एवेळ,ꢡꢡ꣄ꢒ꣄ꢰꢠꢪ꣄ / ꢍꢮꢿꢳ꣄
உண்மையாக  ,"truely, honestly",நிஜம்கனி/ஸெத்துகனி/ர:த்ததா4னு,निजम्कनि स॑त्तुकनि र्हत्तधानु,ꢥꢶꢙꢪ꣄ꢒꢥꢶ ꢱꢾꢡ꣄ꢡꢸꢒꢥꢶ ꢬꢴꢡ꣄ꢡꢤꢵꢥꢸ
உணர்ச்சிவசகமாக   ,emotionally,பா4வ வஶகனி/ பா4வ பூர்ணகனி,भाव वसकनि भाव पूर्णकनि,ꢩꢮ ꢮꢱꢒꢥꢶ ꢩꢵꢮ ꢦꢹꢬ꣄ꢠꢒꢥꢶ
உயரமாக  ,tall,உஞ்ச/உஞ்சகனி,उञ्च / उञ्चकनि,ꢆꢖ꣄ꢗ / ꢆꢖ꣄ꢗꢒꢥꢶ
உயர்வாக  ,highly,உன்னதுகனி,उन्नतुकनि,ꢆꢥ꣄ꢥꢡꢸꢒꢥꢶ
உரக்க  ,aloud,கெ4ட்டி,घ॑ट्टि,ꢕꢾꢜ꣄ꢜꢶ
உருக்கமாக  ,pathetically,கருணஸெரொ,करुणस॑र॓,ꢒꢬꢸꢠꢱꢾꢬꣁ
உள்ளாக  ,inside,அடு3கனி/பி4த்தர்கனி,"अडुक्कनि, भित्तर्कनि","ꢂꢜꢸꢒ꣄ꢒꢥꢶ, ꢩꢶꢡ꣄ꢡꢬ꣄ꢒꢥꢶ"
உள்ளே  ,inside,பி4த்தர்,भिस्तर्,ꢩꢶꢱ꣄ꢡꢬ꣄
உறுத்தலாக,pinching,குஸ்கினிகனி,कुस्किनिकनि,ꢒꢸꢱ꣄ꢒꢶꢥꢶꢒꢥꢶ
உறுதியாக  ,strongly,தி4ட3வ்கனி,धिडव्कनि,ꢤꢶꢞꢮ꣄ꢒꢥꢶ
உன்னதமாக  ,magnificently,ஶ்ரேஷ்டு2கனி/ மேடுகனி,शिरेष्ठुकनि मेटुकनि,ꢯ꣄ꢬꢿꢱ꣄ꢲ꣄ꢝꢸꢒꢥꢶ ꢪꢿꢜꢸꢒꢥꢶ
உன்னிப்பாக  ,carefully,ஜாக்3ரதகனி,जाग्रतकनि,ꢙꢵꢔ꣄ꢬꢡꢒꢥꢶ
ஊடாக  ,through,மாத்4யமகனி,माध्यमकनि,ꢪꢵꢤ꣄ꢫꢪꢒꢥꢶ
ஊதாரித்தனமாக  ,slavishly,டா3ம்பீ3க3கனி,डम्पीगकनि,ꢞꢪ꣄ꢨꢷꢔꢒꢥꢶ
எச்சரிக்கையாக  ,cautious,ஜாக்ரதொ/ ஜாக்ரதகனி,जाक्रता॑ जाक्रतकनि,ꢙꢵꢒ꣄ꢬꢡꣁ ꢙꢵꢒ꣄ꢬꢡꢒꢥꢶ
எச்சரிப்பாக  ,warning,ஸாவ்தா4ன்கனி,साव्धान्कनि,ꢱꢵꢮ꣄ꢤꢵꢥ꣄ꢒꢥꢶ
எதிர்பாரதா விதமாக    ,unexpectedly,வெது3ர்ஸானாத்த,व॑तुर्सानात्तक्,ꢮꢾꢡꢸꢬ꣄ꢱꢵꢥꢵꢡ꣄ꢡꢒ꣄
எதிர்மாறாக  ,conversely,திரக்3கனி,तिरग्कनि,ꢡꢶꢬꢔ꣄ꢒꢥꢶ
எதிராக  ,adversely,திரக்3,दिरग्,ꢡꢶꢬꢔ꣄
எதிரே  ,opposite,ஸாமுர்,सामुर,ꢱꢵꢥꢸꢬ꣄
எப்படியோ  ,somehow,கிஸகீ/கோனகீ,किसकी/ कोनकी,ꢒꢶꢱꢒꢷ / ꢒꣂꢥꢒꢷ
எப்பொழுதும் / என்றும்  ,"for ever, always, every day",கொ2ப்3பி3ம்/ஸதா3,खा॑ब्बिम् / सदा,ꢓꣁꢨ꣄ꢨꢶꢪ꣄ / ꢱꢣꢵ
எரிச்சலாக  ,irritatingly,ஜாள்கனி,जाळ्कनि,ꢙꢵꢳ꣄꣄ꢒꢥꢶ
எளிதாக  ,"lightly, easily",லெ:கு4வ்கனி,ल्ह॑घुव्कनि,ꢭꢴꢾꢕꢸꢮ꣄ꢒꢥꢶ
எளிமையாக  ,simply,ஸாதா4ரணகனி,साधारणकनि,ꢱꢵꢤꢵꢬꢠ꣄ꢒꢥꢶ
என்று ,When?,கொ2ப்3பொ3/ கொ2ப்3பா3க்,खा॑ब्बा॑ / खा॑ब्बाक,ꢓꣁꢨ꣄ꢨꣁ/ ꢓꣁꢨ꣄ꢨꢵꢒ꣄
எனினும்  ,nevertheless,ஹொயெத்மெள்ளி/ ஹொயெதின்,हा॑य॑त्म॑ळ्ळि हा॑य॑तिन,ꢲꣁꢫꢾꢡ꣄ꢥꢪꢾꢳ꣄ꢳꢶ ꢲꣁꢫꢾꢡꢶꢥ꣄
என்றென்றைக்கும்  ,forever,கொ2ப்3பி3ம்/ஸதா3,खा॑ब्बिम् / सदा,ꢔꣁꢨ꣄ꢨꢶꢪ꣄ /ꢱꢣꢵ
ஏராளமாக  ,enormously,ஜு2க்கு/வேன்கனி/அபரிமித்கனி,झुक्कु / वेन्कनि अपरिमित्कनि,ꢚꢸꢒ꣄ꢒꢸ / ꢮꢿꢥ꣄ꢒꢥꢶ ꢂꢦꢬꢶꢪꢶꢡ꣄ꢒꢥꢶ
ஏற்கனவே  ,already,பை2லோஸ்/முல்லோஸ்,फैलोस /  मुल्लोस्,ꢧꣀꢭꣂꢱ꣄ / ꢪꢸꢭ꣄ꢭꣂꢱ꣄
எறக்குறைய  ,almost,ரமாரமி/       உன்ன உபிர்கனி,रमारमि       उन्न उपिर्कनि,ꢬꢪꢵꢬꢪꢶ     ꢆꢥ꣄ꢥ ꢆꢦꢶꢬ꣄ꢒꢥꢶ
ஐயமாக  ,doubtfully,ஸெந்தே3வ்கனி/ஸொம்ஸெகனி,स॑न्तेव्कनि सा॑म्सकनि,ꢱꢾꢥ꣄ꢡꢿꢮ꣄ꢒꢥꢶꢱꣁꢪ꣄ꢱꢒꢥꢶ
ஒதுக்குப்புறமாக,aside,அலக்3க3,अलग्ग,ꢂꢭꢔ꣄ꢔ
ஒப்பாக  ,comparatively,ஸாமதி3/துல்னகனி,सामति,ꢱꢵꢪꢡꢶ
ஒருக்கால்  ,sometimes,ஒக்கவேளும்,आ॑क्कवेलुम्,ꢏꢒ꣄ꢒꢮꢿꢭꢸꢪ꣄
ஒருக்காலும் (இல்லை),never,கொ2ப்3பி3ம்நீ:,खा॑ब्बिम्न्हि,ꢓꣁꢨ꣄ꢨꢶꢪ꣄ꢥꢴꢷ
ஒருசேர  ,together,ஓக்கனி,ओक्कनि,ꢏꢒ꣄ꢒꢥꢶ
ஒரு வேளை  ,perhaps,ஒகவேள்,आ॑कवेल्,ꢏꢒꢮꢿꢭ꣄
ஒருவழியாக  ,however/somehow,கிஸகீ,किसकि,ꢒꢶꢱꢒꢶ
ஒரேயடியாக  ,outright,ஓக்கன்,ओक्कन्,ꢐꢒ꣄ꢒꢥ꣄
ஒவ்வொருவராக  ,individually,அலக்3க3அலக்3க3கனி/ ஓகோக்ஜனகனி,अलग्गअलग्गकनिओकोक्जनकनि,ꢂꢭꢔ꣄ꢔ ꢂꢭꢔ꣄ꢔꢒꢥꢶꢐꢒꣂꢒ꣄ꢙꢥꢒꢥꢶ
ஒவ்வொன்றாக  ,individually,ஓகோக்கனி/ஓகோக்யகனி,ओकोक्कनि/ ओकोक्यकनि,ꢐꢒꣂꢒ꣄ꢒꢥꢶꢐꢒꣂꢒ꣄ꢫꢒꢥꢶ
ஒழுங்காக  ,"systematically, smoothly",க்ரமகனி/ ந்யமகனி,किरमङ्कन्,ꢒꢶꢬꢪꢖ꣄ꢒꢥ꣄
ஒன்றன்பின் ஒன்றாக   ,serially,க்ரமகனி,किरमम्,ꢒꢶꢬꢪꢪ꣄
ஒய்வாக  ,leisurely,விஶ்ராந்திகனி,विस्रान्तिकन्,ꢮꢶꢱ꣄ꢬꢵꢥ꣄ꢡꢶꢒꢥ꣄
ஒரமாக  ,along side,ஓர்தகனி,ओर्तकन्,ꢐꢬ꣄ꢡꢒꢥ꣄
கசப்பாக  ,bitterly,கொடுக்கன்/திச்சகனி/ (=ரவகொடு3க்),"का॑टुक्कन्, तिच्चन्कनि","ꢒꣁꢜꢸꢒ꣄ꢒꢥ꣄, ꢡꢶꢗ꣄ꢗꢥ꣄ꢒꢥꢶ"
கஞ்சத்தனமாக  ,miserly,லோபி4கனி,लोभिकन्,ꢭꣂꢩꢶꢒꢥ꣄
கட்டாயமாக  ,surely,நிஶ்சயுகனி,निश्चयुकनि,ꢥꢶꢯ꣄꣄ꢗꢫꢸꢒꢥꢶ
கட்டியாக  ,thickly,கெ4ட்டி/ கெ4ட்டிகனி,"घ॑ट्टि ,    घ॑ट्टिकनि ","ꢕꢾꢜ꣄ꢜꢶ, ꢕꢾꢜ꣄ꢜꢶꢒꢥꢶ "
கட்டுறுதியாக  ,fittingly,த்4ருட3கா3த்ருகனி,धिरुडगात्रुकनि,ꢤꢶꢬꢸꢞꢔꢵꢡ꣄ꢬꢸꢒꢥꢶ
கட்புலனாக ,visually,ஸனிம்,सनिम्,ꢱꢥꢶꢪ꣄
கடினமாக  ,hardly,கெ2டின் / கெ2டின்கனி,ख॑टिन /ख॑टिन्कनि ,ꢓꢾꢜꢶꢥ꣄ / ꢓꢾꢜꢶꢥ꣄ꢒꢥꢶ
கடைசியாக  ,"finally, lastly",ஸெத்லகனி/அந்திமகனி,स॑त्लकनि / अन्तिमकनि,ꢱꢾꢡ꣄ꢭꢒꢥꢶ / ꢂꢥ꣄ꢡꢶꢪꢒꢥꢶ
கண்டிப்பாக  ,"strictly, definitely",க2ண்டி3ப்கனி,खण्डिप्कनि,ꢓꢠ꣄ꢞꢶꢦ꣄ꢒꢥꢶ
கண்மூடித்தனமாக   ,bluntly/blindly,தொ3ளொஜ2ய்லி,दा॑ळा॑झय्लि,ꢣꣁꢳꣁ ꢚꢫ꣄ꢭꢶ
கம்பீரமாக  ,majestically,க3ம்பீ3ர்கனி,गाम्बीर्कनि,ꢔꢵꢪ꣄ꢨꢷꢬ꣄ꢒꢥꢶ
கர்வமாக  ,proudly,கெ3ருவ்கனி,ग॑रुव्,ꢔꢾꢬꢸꢮ꣄
கரகரப்பாக  ,roughly,கெருவ்கனி,ग॑रुव्कनि,ꢒꢾꢬꢸꢮ꣄ꢒꢥꢶ
கருமையாக  ,black,காள,काळ,ꢒꢵꢳ
கலகலப்பாக  ,jovially,வெடி3க்கனி,व॑डिक्कनि,ꢮꢾꢞꢶꢒ꣄ꢒꢥꢶ
கவர்ச்சியாக  ,attractively,ஆகர்ஷணகனி,आकर्षणकनि,ꢃꢒꢬ꣄ꢰꢠꢒꢥꢶ
கவலையாக  ,sorrowfully,விசார்கனி,विचार्कनि,ꢮꢶꢗꢵꢬ꣄ꢒꢥꢶ
கவனக்குறைவாக   ,carelessly,அஜாக்ரதகனி,अजाक्रतकनि,ꢂꢙꢵꢒ꣄ꢬꢡꢒꢥꢶ
கவனமாக  ,carefully,ஜாக்ரதகனி,जाक्रतकनि,ꢙꢵꢒ꣄ꢬꢡꢒꢥꢶ
கனமாக  ,heavily,பா4ர்கனி,भार्कनि,ꢩꢵꢬ꣄ꢒꢥꢶ
கிண்டலாக  ,mockingly,கே3ள்கனி/ நக்கல்கனி,गेलिकन् नक्कल्कनि,ꢔꢿꢭꢶꢒꢥꢶ ꢥꢒ꣄ꢒꢭ꣄ꢒꢥꢶ
கீழே  ,"below, beneath",கா2ல்/அடு3க்,खाल् / अडुक्,ꢓꢵꢭ꣄ / ꢂꢞꢸꢒ꣄
குதூலகமாக  ,jolly,ஸொந்தோஷ்கனி,सा॑न्तोष्कनि,ꢱꣂꢥ꣄ꢡꣂꢰ꣄ꢒꢥ꣄
கும்பலாக  ,as group,கு3ம்புகனி,गुम्पुकनि,ꢔꢸꢪ꣄ꢦꢸꢒꢥꢶ
குழப்பமாக  ,confusedly,சஞ்சலகனி,सन्चलकनि,ꢱꢖ꣄ꢗꢭꢒꢥꢶ
குளுமையாக  ,cold,ஸிள்ளகனி,सिल्लकनि,ꢱ꣄ꢭꢭꢒꢥꢶ
குறிப்பாக  ,specifically,விஸேஷ்கனி,विसेष्कनि,ꢮꢶꢱꢿꢰ꣄ꢒꢥꢶ
குறுக்காக  ,crosswise,அட்3ட3ம்/ அட்3ட3ம்கனி,अड्डम् अड्डम्कनि,ꢂꢞ꣄ꢞꢪ꣄ ꢂꢞ꣄ꢞꢪ꣄ꢒꢥꢶ
குறுக்குமறுக்காக   ,criss-cross,அட்3டம்தி3ட்3ட3ம்கனி,अड्डम्दिड्डम्कनि,ꢂꢞ꣄ꢞꢪ꣄ ꢣꢶꢞ꣄ꢞꢪ꣄ꢒꢥꢶ
குறுக்கே  ,crosswise,அட்3ட3ம்,अड्डम्,ꢂꢞ꣄ꢞꢪ꣄
குறுகலாக  ,narrow,அக்ரகனி,अक्कुरकनि,ꢂꢒ꣄ꢬꢒꢥꢶ
குறும்பாக  ,naughtily,ஸேஷ்டகனி/ விஷமகனி,सेष्टकनि / विषमङ्कनि,ꢱꢿꢰ꣄ꢜꢒꢥꢶ / ꢮꢶꢰꢪꢖ꣄ꢒꢥꢶ
குறைவாக  ,"little, less",உன்னகனி/ லேஸ்கனி/ ஒள்டகனி,उन्नकन्   लेस्कनिआ॑ळ्टकनि,ꢆꢥ꣄ꢥꢒꢥꢶꢭꢿꢱ꣄ꢒꢥꢶꢏꢳ꣄ꢜꢒꢥꢶ
கூட்டாக  ,jointly,செரி/மிளி/ஓக்ஹொயி/கு3ம்புகனி,च॑रि,ꢗꢾꢬꢶ
கூடுதலாக  ,additionally,வேன்கன் /உபரிகனி / ஹொல்லகனி,वेन्कन्उपरिकनिहा॑ल्लकनि,ꢮꢿꢥ꣄ꢒꢥ꣄ꢆꢦꢬꢶꢒꢥꢶꢲꣁꢭ꣄ꢭꢒꢥꢶ
கூராக  ,sharply,கூ2ர்கனி,खूर्कनि,ꢓꢹꢬ꣄ꢒꢥꢶ
கேலியாக  ,sportively,கே2ள்கனி,खेल्कनि,ꢓꢿꢭ꣄ꢒꢥꢶ
கேவலமாக  ,disgustingly,நீசகனி,नीचकनि,ꢥꢷꢗꢒꢥꢶ
கொடுமையாக/கொடூரமாக,Brutally/cruely,க்ரூர்கனி,कुरूर्कनि,ꢒꢸꢬꢹꢬ꣄ꢒꢥꢶ
கோணலாக  ,skew,வகுண்ட/ வகுண்டகனி,वकुण्ट  वकुण्टकनि,ꢮꢒꢸꢠ꣄ꢜ ꢮꢒꢸꢠ꣄ꢜ꣄ꢒꢥꢶ
கோபமாக  ,angrily,ராக்கனி,राक्कनि,ꢬꢵꢒ꣄ꢒꢥꢶ
சகஜமாக  ,naturally,ஸஹஜம்கனி,सहजम्कनि,ꢱꢲꢙꢪ꣄ꢒꢥꢶ
