Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢪꢶꢡꢥ꣄ꢮꢡ꣄ꢡꣁ,मितन्वत्तो,மிதன்வத்தொ,mitanvatto',mitanvattO,mitanvattŏ,mɪt̪ən̪ʋət̪t̪o,absurdity,அபத்தம்  
ꢪꢸꢣ꣄ꢬꣁ,मुद्रा॑,முத்3ரொ,mudro',mudrO,mudrŏ,mud̪ɾo,sign,அபிநயம்
ꢂꢩꢶꢪꢵꢥ꣄,अभिमान,அபி4மான்,abhimaan,abhimAn,abhimān,əbʰɪmɑːn̪,"Regard,love",அபிமானம்  
ꢯꢵꢥ꣄ꢡꢶ,शान्ति,ஶாந்தி,shaanti,zAnti,śānti,ʃɑːn̪t̪ɪ,peace,அமைதி  
ꢃꢫꢵꢱꢪ꣄,आयासम्,ஆயாஸம்,aayaasam,AyAsam,āyāsam,ɑːjɑːs̪əm,,
ꢱꢷꢥ꣄,सीन्,ஸீன்,seen,sIn,sīn,s̪iːn̪,tiredness,அயர்வு/ அயர்ச்சி  
ꢒꢺꢬꢸꢦꣁ,कृपा॑,க்ருபொ,kri'rupo',kRrupO,kṛrupŏ,kɾɨɾupo,grace,அருள்  
ꢂꢭꢖ꣄ꢒꢵꢬ꣄,अलङ्कार्,அலங்கார்,alankaar,alaGkAr,alaṅkār,ələŋkɑːɾ,"beautification, decoration",அலங்காரம்  
ꢆꢣꢵꢱꢷꢥ꣄,उदासीन,உதா3ஸீன்,udaaseen,udAsIn,udāsīn,ud̪ɑːs̪iːn̪,indifference,அலட்சியம்  
ꢩꢮꢵꢜ꣄,भवाट्,ப4வாட்,bhavaat',bhavAT,bhavāṭ,bʰəʋɑːʈ,screaming,அலறல்  
ꢲꢶꢠ꣄ꢞꢱ꣄ꢡꢿ,हिण्डस्ते,ஹிண்ட3ஸ்தே,hind'aste,hiNDaste,hiṇḍaste,ɦɪɳɖəs̪t̪eː,wandering,அலைச்சல்  
ꢂꢮꢶꢱ꣄ꢮꢵꢱ꣄,अविस्वास्,அவிஸ்வாஸ்,avisvaas,avisvAs,avisvās,əʋɪs̪ʋɑːs̪,disbelief,அவநம்பிக்கை  
ꢒꢳꢖ꣄ꢔꢸ,कळङ्गु,களங்கு3,kal'angu,kaLaGgu,kal̤aṅgu,kəɭəŋgu,disgrace,அவமானம்  
ꢱꢸꢥ꣄ꢣꢬꣁ,सुन्दरा॑,ஸுந்த3ரொ,sundaro',sundarO,sundarŏ,s̪un̪d̪əɾo,handsome man,அழகன்  
ꢱꢸꢥ꣄ꢣꢬꢶ,सुन्दरि,ஸுந்த3ரி,sundari,sundari,sundari,s̪un̪d̪əɾɪ,beautiful woman,அழகி  
ꢱꢸꢖ꣄ꢔꢵꢬ꣄,सिङ्गार्,ஸிங்கா3ர்,sungaar,suGgAr,suṅgār,s̪uŋgɑːɾ,beauty,அழகு  
ꢥꢵꢱ꣄,नास्,நாஸ்,naas,nAs,nās,n̪ɑːs̪,destruction,அழிவு  
ꢥꢱꢵꢡ꣄,नसात,நஸாத்,nasaat,nasAt,nasāt,n̪əs̪ɑːt̪,destruction,அழிவு  
ꢥꢱꢶꢥꢪ꣄,नसिनम,நஸினம்,nasinam,nasinam,nasinam,n̪əs̪ɪn̪əm,destruction,அழிவு  
ꢨꣁꢮ꣄ꢥꢶ ꢦꢡ꣄ꢬꢶꢒꣁ,ब॑व्निपत्रिका॑,பொ3வ்னி பத்ரிகொ,bo'vni patriko',bOvni patrikO,bŏvni patrikŏ,boʋn̪ɪ pət̪ɾɪko,invitation,அழைப்பிதழ்  
ꢃꢗ꣄ꢗꢬ꣄ꢫꢸ,आच्चरयु,ஆச்சர்யு,aachcharyu,Accaryu,āccaryu,ɑːt͡ʃt͡ʃəɾju,wonder,அற்புதம்  
ꢮꢶꢣ꣄ꢮꢵꢥ꣄,विद्वान,வித்3வான்,vidvaan,vidvAn,vidvān,ʋɪd̪ʋɑːn̪,scholar,அறிஞர்  
ꢦꢠ꣄ꢞꢶꢡ꣄,पण्डित,பண்டி3த்,pand'it,paNDit,paṇḍit,pəɳɖɪt̪,scholar,அறிஞர்  
ꢦꢬꢶꢗꢫ꣄,पर्चय ,பரிசய்,parichay,paricay,paricay,pəɾɪt͡ʃəj,introduction,அறிமுகம்  
ꢂꢒ꣄ꢛꢵꢥ꣄,अकञान् ,அக்ஞான்,aknjaan,akJAn,akñān,əkɲɑːn̪,ignorance,அறியாமை  
ꢛꢵꢥꢶ,ञानि,ஞானி,nyaani,JAni,ñāni,ɲɑːn̪ɪ,wise person,அறிவாளி  
ꢂꢙ꣄ꢛꢵꢥꢶ,अजञानि,அஜ்ஞானி,ajnyaani,ajJAni,ajñāni,əd͡ʒɲɑːn̪ɪ,ignorant,அறிவிலி  
ꢂꢙ꣄꣄ꢛꢵꢥ꣄,अजञान्,அஜ்ஞான்,ajnyaan,ajJAn,ajñān,əd͡ʒɲɑːn̪,ignorance,அறிவின்மை  
ꢛꢵꢥ꣄,ञान्,ஞான்,nyaan,JAn,ñān,ɲɑːn̪,knowledge,அறிவு  
ꢦꢶꢬꢿꢮ,पिरेव,பிரேவ்,pireva,pireva,pireva,pɪɾeːʋə,affection,அன்பு  
ꢃꢣꢬꣁ,आदरा॑,ஆத3ரொ,aadaro',AdarO,ādarŏ,ɑːd̪əɾo,support,அனுசரணை  
ꢂꢥꢸꢪꢡꢶ,अनुमति,அனுமதி,anumati,anumati,anumati,ən̪umət̪ɪ,permission,அனுமதி  
ꢲꢜ꣄ꢮꢥ꣄,हट्वन्,ஹட்வன்,hat'van,haTvan,haṭvan,ɦəʈʋən̪,opinion,அனுமானம்
ꢃꢒ꣄ꢬꢪꢠꣁ,आक्रमणा॑,ஆக்ரமணொ,aakramano',AkramaNO,ākramaṇŏ,ɑːkɾəməɳo,aggression,ஆக்கிரமிப்பு  
ꢃꢗ꣄ꢗꢬ꣄ꢫꢸ,आच्चर्यु,ஆசசர்யு,aachcharyu,Accaryu,āccaryu,ɑːt͡ʃt͡ʃəɾju,surprise,ஆச்சரியம்  
ꢃꢱꢶꢬ꣄ꢮꢵꢣ꣄,आस्र्वाद,ஆஸிர்வாத்3,aasirvaad,AsirvAd,āsirvād,ɑːs̪ɪɾʋɑːd̪,blessing,ஆசீர்வாதம்  
ꢄꢗ꣄ꢗꣁ,इच्चा॑,இச்சொ,ichcho',iccO,iccŏ,ɪt͡ʃt͡ʃo,desire,ஆசை  
ꢃꢱ꣄ꢡꣁ,आस्ता॑,ஆஸ்தொ,aasto',AstO,āstŏ,ɑːs̪t̪o,desire,ஆசை  
ꢃꢜ꣄ꢰꢿꢦꢠꣁ,आट्षेपणा॑,ஆட்ஷேபணொ,aat'shepano',ATSepaNO,āṭṣepaṇŏ,ɑːʈʂeːpəɳo,protest,ஆட்சேபனை  
ꢱꢸꢥ꣄ꢣꢬꣁ,सुन्दरा॑,ஸுந்தரொ,sundaro',sundarO,sundarŏ,s̪un̪d̪əɾo,,
ꢃꢤꢬꣁ,आधरा॑,ஆத4ரொ,aadharo',AdharO,ādharŏ,ɑːd̪ʰəɾo,support,ஆதரவு  
ꢭꢵꢨ꣄,लाब,லாப்3,laab,lAb,lāb,lɑːb,profit,ஆதாயம்  
ꢃꢤꢶꢒ꣄ꢫꣁ,आदिक्या॑,ஆதி4க்யொ,aadhikyo',AdhikyO,ādhikyŏ,ɑːd̪ʰɪkjo,"impact, influence",ஆதிக்கம்  
ꢒꢸꢡꢹꢲꢭ꣄,कुतूहल,குதூஹல்,kutoohal,kutUhal,kutūhal,kut̪uːɦəl,"curiosity, interest",ஆர்வம்  
ꢲꢬꢸꢪ꣄ꢨꢪ꣄,हरुम्बम्,ஹரும்ப3ம்,harumbam,harumbam,harumbam,ɦəɾumbəm,beginning,ஆரம்பம்  
ꢬꢾꢗ꣄ꢗꢒꢹꢡ꣄,र॑च्चकूत्,ரெச்சகூத்,re'chchakoot,rEccakUt,rĕccakūt,ɾet͡ʃt͡ʃəkuːt̪,uproar,ஆரவாரம்  
ꢃꢬꣂꢔ꣄ꢫꢸ,आरोग्यु,ஆரோக்3யு,aarogyu,Arogyu,ārogyu,ɑːɾoːgju,health,ஆரோக்கியம்  
ꢱꢪꢬ꣄ꢡꢸ,समर्तु,ஸமர்து,samartu,samartu,samartu,s̪əməɾt̪u,"strength, skill, ability",ஆற்றல்  
ꢨꣁꢭꢶꢪ꣄,बा॑लिम,பொ3லிம்,bo'lim,bOlim,bŏlim,bolɪm,"strength, skill, ability",ஆற்றல்  
ꢃꢥ꣄ꢥꢥ꣄ꢣꢸ,आनन्दु,ஆனந்து3,aannandu,Annandu,ānnandu,ɑːn̪n̪ən̪d̪u,"merriment, enjoyment",ஆனந்தம்  
ꢓꢿꢳꢸꢮꢡ꣄ꢡꣁ,खेळुवत्ता॑,கே2ளுவத்தொ,khel'uvatto',kheLuvattO,khel̤uvattŏ,kʰeːɭuʋət̪t̪o,mockery,இகழ்ச்சி  
ꢄꢗ꣄ꢘꣁ,इच्छा॑,இச்சொ2,ichchho',icchO,icchŏ,ɪt͡ʃt͡ʃʰo,desire,இச்சை  
ꢏꢦ꣄ꢦꢶ,ओप्पि,ஒப்பி,o'ppi,Oppi,ŏppi,oppɪ,,
ꢏꢦ꣄ꢦꢱ꣄ꢡꢿ,आ॑प्पस्ते,ஒப்பஸ்தே,o'ppaste,Oppaste,ŏppaste,oppəs̪t̪eː,acceptance,இணக்கம்  
ꢱ꣄ꢮꢩꢵꢮ꣄,स्वभाव,ஸ்வபா4வ்,svabhaav,svabhAv,svabhāv,s̪ʋəbʰɑːʋ,nature,இயல்பு  
ꢒꢬꢸꢠꣁ,करुणा॑,கருணொ,karuno',karuNO,karuṇŏ,kəɾuɳo,"pity, kindness",இரக்கம்  
ꢬꢸꢗ꣄ꢗꢶ,रुच्चि,ருச்சி,ruchchi,rucci,rucci,ɾut͡ʃt͡ʃɪ,taste,இரசனை  
ꢬꢾꢗ꣄ꢗꣁ,र॑च्चा॑,ரெச்சொ,re'chcho',rEccO,rĕccŏ,ɾet͡ʃt͡ʃo,noise,இரைச்சல்  
ꢕꢾꢬꢸ ꢤꢾꢬꢸꢪ꣄,घेरु धेरुम,கே4ருதெ4ரும்,ghe'ru dhe'rum,ghEru dhErum,ghĕru dhĕrum,gʰeɾu d̪ʰeɾum,family life,இல்லறம்  
ꢭꢒ꣄ꢰ꣄ꢫꢮꢵꢣꢶ,लक्ष्यवादि,லக்ஷ்யவாதி3,lakshyavaadi,lakSyavAdi,lakṣyavādi,ləkʂjəʋɑːd̪ɪ,man of principle,இலட்சியவாதி  
ꢥꢾꢰ꣄ꢜꢶ,न॑ष्टि,நெஷ்டி,ne'sht'i,nESTi,nĕṣṭi,n̪eʂʈɪ,loss,இழப்பு  
ꢲꢾꢜ꣄ꢜꢾ ꢲꢱꣁ,ह॑ट्ट॑हसा॑,ஹெட்3டெ3ஹஸொ,he't't'e' haso',hETTE hasO,hĕṭṭĕ hasŏ,ɦeʈʈe ɦəs̪o,laughter,இளிப்பு
ꢔꢾꢬꢸꢮ꣄,ग॑रुव,கெ3ருவ்,ge'ruv,gEruv,gĕruv,geɾuʋ,arrogance,இறுமாப்பு  
ꢱꣁꢪ꣄ꢦꢸ,सा॑म्पु,ஸொம்பு,so'mpu,sOmpu,sŏmpu,s̪ompu,pleasure,இன்பம்  
ꢔꢸꢭ꣄ꢭꢾ,गुळ्ळ॑,கு3ள்ளெ,gulle',gullE,gullĕ,gulle,sweetness,இனிப்பு  
ꢏꢦ꣄ꢦꢫꢾꢫꣁ,आ॑प्पय॑या॑,ஒப்பயெயொ,o'ppaye'yo',OppayEyO,ŏppayĕyŏ,oppəjejo,"desire, liking",இஷ்டம்  
ꢥꢶꢙ꣄ꢙꢪ꣄,निज्जम्,நிஜ்ஜம்,nijjam,nijjam,nijjam,n̪ɪd͡ʒd͡ʒəm,truth,உண்மை  
ꢱꢾꢡ꣄ꢡꢸ,स॑त्तु,ஸெத்து,se'ttu,sEttu,sĕttu,s̪et̪t̪u,truth,உண்மை  
ꢭꢔꢶꢥꢶ,लगिनि,லகி3னி,lagini,lagini,lagini,ləgɪn̪ɪ,feeling,உணர்ச்சி/உணர்வு  
ꢩꢵꢮꢥꣁ,भावना॑,பா4வனொ,bhaavano',bhAvanO,bhāvanŏ,bʰɑːʋən̪o,feeling,உணர்ச்சி/உணர்வு  
ꢱꢲꢵꢮ꣄,सहाव,ஸஹாவ்,sahaav,sahAv,sahāv,s̪əɦɑːʋ,help,உதவி/ உபகாரம்
ꢆꢦꢒꢵꢬ꣄,उपकार,உபகார்,upakaar,upakAr,upakār,upəkɑːɾ,help,உதவி/ உபகாரம்
ꢆꢦꢒꢵꢬꢶ,उपकारि,உபகாரி,upakaari,upakAri,upakāri,upəkɑːɾɪ,helper,உபகாரி  
ꢱꢶꢬꢪꣁ,सिरमा॑,ஸிரமொ,siramo',siramO,siramŏ,s̪ɪɾəmo,hardwork,உழைப்பு  
ꢆꢡ꣄ꢱꢵꢲ꣄,उत्साह्,உத்ஸாஹ்,utsaah,utsAh,utsāh,ut̪s̪ɑːɦ,enthusiasm,உற்சாகம்  
ꢥꢷꢛ꣄ꢙꢸ,निञ्जि,நீஞ்ஜு,neenju,nIJju,nīñju,n̪iːɲd͡ʒu,sleep,உறக்கம்  
ꢲꣂꢖ꣄ꢔꢸ,होङ्गु,ஹோங்கு3,hongu,hoGgu,hoṅgu,ɦoːŋgu,sleep,உறக்கம்  
ꢓꢵꢱ꣄,खास्,கா2ஸ்,khaas,khAs,khās,kʰɑːs̪,itching,உறுத்தல் / சொரி 
ꢂꢥꢸꢪꢵꢥ꣄,अनुमान्,அனுமான்,anumaan,anumAn,anumān,ən̪umɑːn̪,guessing,ஊகம்  
ꢬꢹꢱ꣄,रूस्,ரூஸ்,roos,rUs,rūs,ɾuːs̪,petty quarrel between husband and wife,ஊடல்  
ꢇꢣꢵꢬꢶ,ऊदारि,ஊதா3ரி,oodaari,UdAri,ūdāri,uːd̪ɑːɾɪ,prodigal,ஊதாரி  
ꢧꣁꢮ꣄ꢥꢦꢥ꣄,पा॑व्नपन,பொ2வ்னபன்,pho'vnapan,phOvnapan,phŏvnapan,pʰoʋn̪əpən̪,hospitality,உபசரிப்பு  
ꢔꢪ꣄ꢗꢶꢥꢶ,गम्चिनि,க3ம்சினி,gamchini,gamcini,gamcini,gəmt͡ʃɪn̪ɪ,hospitality,உபசரிப்பு  
ꢒꢾꢰ꣄ꢜꢪ꣄,क॑ष्टम,கெஷ்டம்,ke'sht'am,kESTam,kĕṣṭam,keʂʈəm,trouble,உபத்திரவம்  
ꢆꢣ꣄ꢣꢪ꣄,उद्दम,உத்3த3ம்,uddam,uddam,uddam,ud̪d̪əm,trouble,உபத்திரவம்  
ꢓꢾꢬꢸꢜ꣄,ख॑रुट्,கெ2ருட்,khe'rut',khEruT,khĕruṭ,kʰeɾuʈ,saltish taste,உவர்ப்பு  
ꢱꢶꢬꢣ꣄ꢤꢵ ꢒꢵꢪ꣄ꢒꢾꢬ꣄ꢡꣁ,स्रद्धा काम्क॑र्ता॑,ஸிரத்3தா4  காம்கெர்தொ,siraddhaa kaamke'rto',siraddhA kAmkErtO,siraddhā kāmkĕrtŏ,s̪ɪɾəd̪d̪ʰɑː kɑːmkeɾt̪o,hardworker,உழைப்பாளி  
ꢔꢿꢭꢶ,गेलि,கே3லி,geli,geli,geli,geːlɪ,chuckling,எக்களிப்பு  
ꢙꢵꢔ꣄ꢬꢡꢶ,जाग्रति,ஜாக்3ரதி,jaagrati,jAgrati,jāgrati,d͡ʒɑːgɾət̪ɪ,warning,எச்சரிக்கை  
ꢲꢜ꣄ꢮꢥ꣄,हट्वन,ஹட்வன்,hat'van,haTvan,haṭvan,ɦəʈʋən̪,thought,எண்ணம்  
꣄ꢗꢶꢥ꣄ꢡꢥꣁ,चिन्तना॑,சிந்தனொ,chintano',cintanO,cintanŏ,t͡ʃɪn̪t̪ən̪o,thought,எண்ணம்  
ꢮꢾꢣꢸꢬ꣄ꢛ꣄ꢗꢶꢥꢶ,एदुरञ्चिनि,எது3ர்ஞ்சினி,ve'durnchini,vEdurJcini,vĕdurñcini,ʋed̪uɾɲt͡ʃɪn̪ɪ,"opposition, resistance",எதிர்ப்பு  
꣄ꢮꢾꢣꢸꢬ꣄ꢛ꣄ꢗꢶꢥꢶ,वेदुरञ्चिनि,வெது3ர்ஞ்சினி,ve'durnchini,vEdurJcini,vĕdurñcini,ʋed̪uɾɲt͡ʃɪn̪ɪ,"opposition, resistance",எதிர்ப்பு  
ꢙꢵꢳ꣄,जाळ,ஜாள்,jaal',jAL,jāl̤,d͡ʒɑːɭ,irritation,எரிச்சல்  
ꢡꢶꢒ꣄ꢒꢾ,तिक्क॑,திக்கெ,tikke',tikkE,tikkĕ,t̪ɪkke,hot taste,எரிப்பு  
ꢱꢺꢖ꣄ꢒꢵꢬ꣄,सृङ्कार्,ஸ்ருங்கா3ர்,sri'nkaar,sRGkAr,sṛṅkār,s̪ɾɨŋkɑːɾ,beauty,எழில்  
ꢭꢴꢾꢔꢸꢮ꣄,ल्ह॑गुव,லெ:கு3வ்,lhe'guv,lhEguv,lhĕguv,lɦeguʋ,easiness,எளிது  
ꢗꢸꢭꢨ꣄,चुल्ब्,சுலப்3,chulab,culab,culab,t͡ʃuləb,easiness,எளிது  
ꢱꣃꢙꢥ꣄ꢫꢪ꣄,सौजन्यम,ஸௌஜன்யம்,saujanyam,saujanyam,saujanyam,s̪əud͡ʒən̪jəm,simplicity,எளிமை  
ꢱꣁꢮ꣄ꢭꢾ,च॓व्ल॑,ஸொவ்லெ,so'vle',sOvlE,sŏvlĕ,s̪oʋle,longing,ஏக்கம்  
ꢮꢾꢒꢸꢭ꣄,व॑कुल,வெகுல்,ve'kul,vEkul,vĕkul,ʋekul,longing,ஏக்கம்  
ꢔꢵꢭ꣄,गाल्,கா3ள்,gaal,gAl,gāl,gɑːl,scolding,ஏச்சு  
ꢲꢸꢖ꣄ꢔꢵꢞ꣄,हङ्गाड,ஹுங்கா3ட்3,hungaad',huGgAD,huṅgāḍ,ɦuŋgɑːɖ,dupe,ஏமாற்று
ꢲꢸꢖ꣄ꢔꢞ꣄ꢠꢶ,हुङ्गड्णि,ஹுங்க3ட்3ணி,hungad'ni,huGgaDNi,huṅgaḍṇi,ɦuŋgəɖɳɪ,duping,ஏமாற்றுதல்
ꢌꢞ꣄ꢗꢜ꣄ꢠꢶ,एड्चट्णि,எட்3சட்ணி,e'd'chat'ni,EDcaTNi,ĕḍcaṭṇi,eɖt͡ʃəʈɳɪ,duping,ஏமாற்றுதல்
ꢲꢸꢖ꣄ꢒꢜꢡ꣄ꢡꢾ,हुङ्कटत्त॑,ஹுங்கடத்தெ,hunkat'atte',huGkaTattE,huṅkaṭattĕ,ɦuŋkəʈət̪t̪e,duping,ஏமாற்றுதல்
ꢲꢸꢖ꣄ꢔꢞ꣄,हुङ्गड,ஹுங்க3ட்3,hungad',huGgaD,huṅgaḍ,ɦuŋgəɖ,disappointment,ஏமாற்றம்  
ꢌꢜ꣄ꢗꢞ꣄ꢠꢶ,एट्चड्नि,எட்சட்3ணி,e't'chad'ni,ETcaDNi,ĕṭcaḍṇi,eʈt͡ʃəɖɳɪ,cheating,ஏய்ப்பு  
ꢡꢫꢵꢬ꣄,तयार्,தயார்,tayaar,tayAr,tayār,t̪əjɑːɾ,arrangement,ஏற்பாடு  
ꢱꢾꢥ꣄ꢣꢿꢮ꣄,स॑न्देव,ஸெந்தே3வ்,se'ndev,sEndev,sĕndev,s̪en̪d̪eːʋ,doubt,ஐயம்  
ꢏꢜ꣄ꢒꢪ꣄,आ॑ट्कम,ஒட்கம்,o't'kam,OTkam,ŏṭkam,oʈkəm,narrowness,ஒடுக்கம்  
ꢪꢾꢬ꣄ꢗꢥ꣄,म॑र्चन,மெர்சன்,me'rchan,mErcan,mĕrcan,meɾt͡ʃən̪,foppishness,ஒய்யாரம்  
ꢪꢾꢬ꣄ꢗꢸꢭꢥ꣄ ꢥꢵꢬꢶ,म॑र्चुलन नारि,மெர்சுலன் நாரி,me'rchulan naari,mErculan nAri,mĕrculan nāri,meɾt͡ʃulən̪ n̪ɑːɾɪ,foppish girl,ஒய்யாரி  
ꢫꣁꢒ꣄ꢡꣁ,योक्त्ता॑,யோக்தொ,yo'kto',yOktO,yŏktŏ,jokt̪o,unity,ஒற்றுமை  
ꢮꢶꢰ꣄ꢬꢵꢥ꣄ꢡꢶ,विष्रान्ति,விஷ்ராந்தி,vishraanti,viSrAnti,viṣrānti,ʋɪʂɾɑːn̪t̪ɪ,"rest, retirement",ஓய்வு  
ꢥꢶꢮꢺꢡꢶ,निवृति,நிவ்ருதி,nivri'ti,nivRti,nivṛti,n̪ɪʋɾɨt̪ɪ,"rest, retirement",ஓய்வு  
ꢥꢶꢮꢺꢡꢶ ꢮꢾꢡꢥꣁ,निवृति वेतना॑,நிவ்ருதி வேதனொ,nivri'ti ve'tano',nivRti vEtanO,nivṛti vĕtanŏ,n̪ɪʋɾɨt̪ɪ ʋet̪ən̪o,pension,ஓய்வூதியம்
ꢱꢪꢬꢹꢦ꣄,समरूप,ஸமரூப்,samaroop,samarUp,samarūp,s̪əməɾuːp,uniformity,ஓர்மை  
ꢱꢾꢬ꣄ꢒ ꢬꢴꢱ꣄ꢡꢾ,स॑र्क र्हस्ते,ஸெர்கராஸ்தே,se'rka rhaste',sErka rhastE,sĕrka rhastĕ,s̪eɾkə ɾɦəs̪t̪e,perfection,கச்சிதம்  
ꢱꢾꢬ꣄ꢒ ꢬꢴꢠꢶ,स॑र्क र्हणि,ஸெர்கர:ணி,se'rka rhani,sErka rhaNi,sĕrka rhaṇi,s̪eɾkə ɾɦəɳɪ,perfection,கச்சிதம்  
ꢒꣁꢜꢸꢒ꣄,का॑टुक,கொடுக்,ko't'uk,kOTuk,kŏṭuk,koʈuk,bitter taste,கசப்பு  
ꢭꣂꢩꢸ,लोभु,லோபு4,lobhu,lobhu,lobhu,loːbʰu,"miserliness, stinginess",கஞ்சத்தனம்  
ꢭꣁꢩꢶ,लोभि,லோபி4,lo'bhi,lObhi,lŏbhi,lobʰɪ,miser,கஞ்சன்  
ꢂꢥꢸꢱꢵꢱꢥꣁ,अनुसाना॑,அனுஶாஸனொ,anusaasano',anusAsanO,anusāsanŏ,ən̪us̪ɑːs̪ən̪o,discipline,கட்டுப்பாடு  
ꢒꢬ꣄ꢡꢮ꣄,कर्तव,கர்தவ்,kartav,kartav,kartav,kəɾt̪əʋ,indebtedness,கடப்பாடு  / கடமை
ꢒꢬ꣄ꢡ꣄ꢡꢮ꣄ꢫꢪ꣄,कत्तव्तम,கர்த்தவயம்,karttavyam,karttavyam,karttavyam,kəɾt̪t̪əʋjəm,indebtedness,கடப்பாடு  / கடமை
ꢓꢾꢞꢶꢥ꣄,ख॑डिन,கெ2டி3ன்,khe'd'in,khEDin,khĕḍin,kʰeɖɪn̪,hard,கடினம்  
ꢒꢞꢹꢱ꣄,क्डूस,கடூ3ஸ்,kad'oos,kaDUs,kaḍūs,kəɖuːs̪,"harshness, hardness",கடுமை  
ꢒꢠ꣄ꢞꢶꢦ꣄,क्ण्डिप,கண்டி3ப்,kand'ip,kaNDip,kaṇḍip,kəɳɖɪp,Strictness /chide,கண்டிப்பு  
ꢒꢝꣂꢬ꣄,कठोर,கடோ2ர்,kat'hor,kaThor,kaṭhor,kəʈʰoːɾ,Strictness /chide,கண்டிப்பு  
ꢔꢮ꣄ꢬꢮ꣄,गव्रव,க3வ்ரவ்,gavrav,gavrav,gavrav,gəʋɾəʋ,"decency, dignity",கண்ணியம்  
