Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢧꢖ꣄ꢔꢸꢬꣁ,फङ्गुरा॑,ப2ங்கு3ரொ,phanguro',phaGgurO,phaṅgurŏ,pʰəŋguɾo,wollen blanket,கம்பளிப் போர்வை   
ꢇꢬ꣄ꢠꢸꢧꢖ꣄ꢔꢸꢬꣁ,ऊरणु फङ्गुरा॑,ஊர்ணு ப2ங்கு3ரொ,oornuphanguro',UrNuphaGgurO,ūrṇuphaṅgurŏ,uːɾɳupʰəŋguɾo,wollen blanket,கம்பளிப் போர்வை   
ꢓꢜ꣄ꢜꢶ,खट्टि,க2ட்டி,khat't'i,khaTTi,khaṭṭi,kʰəʈʈɪ,stick,கம்பு  
ꢦꢵꢄ~ ꢦꣁꢱꢸꢥꢵꢮ꣄,पाइ~ पा॑सुनाव,பாஇ~பொஸுனாவ்,paai~ po'sunaav,pAi~ pOsunAv,pāi~ pŏsunāv,pɑːɪ~ pos̪un̪ɑːʋ,doormat,கால்மிதி  
ꢦꣃꢱꢸꢭ꣄,पौसुल्,பௌஸுல்,pausul,pausul,pausul,pəus̪ul,footwear,காலணி  
ꢔꢸꢖ꣄ꢔꢸꢪꢸ ꢩꣁꢬꢠꢶ,गुङ्गुमु भा॑रणि,குங்கு3மு பொ4ரணி,gungumu bho'rani,guGgumu bhOraNi,guṅgumu bhŏraṇi,guŋgumu bʰoɾəɳɪ,kumkum box,குங்குமச் சிமிழ்   
ꢱꢣꢶ,सदि,ஸதி3,sadi,sadi,sadi,s̪əd̪ɪ,umbrella,குடை  
ꢘꢡ꣄ꢬꢶ,छत्रि,ச2 த்ரி,chhatri,chatri,chatri,t͡ʃʰət̪ɾɪ,umbrella,குடை  
ꢔꢾꢭ꣄ꢭꣁ,ग॑ल्ला॑,கெ3ல்லொ,ge'llo',gEllO,gĕllŏ,gello,vessel for storing grains,குதிர்  
ꢔꢸꢡ꣄ꢡꢶ,गुत्ति,கு3த்தி,gutti,gutti,gutti,gut̪t̪ɪ,bottle,குப்பி  
ꢔꢸꢦ꣄ꢦꣁ,कुप्पा॑,குப்பொ,guppo',guppO,guppŏ,guppo,trash,குப்பை  
ꢲꢷꢞꢸꢮꢱ꣄ꢡꢸꢥ꣄,हीडुवस्तुन,ஹீடு3வஸ்துன்,heed'uvastun,hIDuvastun,hīḍuvastun,ɦiːɖuʋəs̪t̪un̪,trash,குப்பை  
ꢔꢾꢭ꣄ꢭꣁ,ग॑ल्ला॑,கெல்லொ,ge'llo',gEllO,gĕllŏ,gello,Earthen vessel for storing grains,குலுக்கை
ꢒꣂꢮꢶ,कोवि,கோவி,kovi,kovi,kovi,koːʋɪ,pipe,குழல்  
ꢧꢸꢥ꣄ꢥꢳꢶ,फुन्नळि,பு2ன்னளி,phunnal'i,phunnaLi,phunnal̤i,pʰun̪n̪əɭɪ,pipe,குழல்  
ꢒꣁꢳꢵꢫ꣄,का॑ळाय,கொளாய்,ko'l'aay,kOLAy,kŏl̤āy,koɭɑːj,tap,குழாய்  
ꢥꢳꢶ,नळि,நளி,nal'i,naLi,nal̤i,n̪əɭɪ,tap,குழாய்  
ꢲꢵꢡꢸ ꢓꣁꢳ꣄ꢜꢶ,हातु खा॑ळ्टि,ஹாதுகொ2ள்டி,haatu kho'l't'i,hAtu khOLTi,hātu khŏl̤ṭi,ɦɑːt̪u kʰoɭʈɪ,handbag,கைப்பை  
ꢦꢶꢱꢸꢳꢵ ꢏꢭꣁ,पिचुळा आ॑लो,பிஸுளா ஒலொ,pisul'aa o'lo',pisuLA OlO,pisul̤ā ŏlŏ,pɪs̪uɭɑː olo,mosquito net,கொசுவலை  
ꢱꢶꢬ꣄ꢒꢠ꣄,सिर्कण,ஸிர்கண்,sirkan,sirkaN,sirkaṇ,s̪ɪɾkəɳ,sandal (wood),சந்தனம்  
ꢯ꣄꣄ꢬꢷꢔꢥ꣄ꢤꢸ,श्रीगन्धु,ஸ்ரீக3ந்து4,shreegandhu,zrIgandhu,śrīgandhu,ʃɾiːgən̪d̪ʰu,sandal (wood),சந்தனம்  
ꢙꢾꢖ꣄ꢔꢳꢪ꣄,ज॑ङ्गळम,ஜெங்க3ளம்,je'ngal'am,jEGgaLam,jĕṅgal̤am,d͡ʒeŋgəɭəm,carpet,சமுக்காளம்  
ꢬꢵꢒ꣄,राक्,ராக்,raak,rAk,rāk,ɾɑːk,ash,சாம்பல்  
ꢮꢱ꣄ꢡꢸꢥ꣄꣄,वस्तुन,வஸ்துன்,vastun,vastun,vastun,ʋəs̪t̪un̪,things,சாமான்கள்/பொருட்கள்
ꢙꢪꢵꢥꢸꢥ꣄,जमानुन,ஜமானுன்,jamaanun,jamAnun,jamānun,d͡ʒəmɑːn̪un̪,things,சாமான்கள்/பொருட்கள்
ꢨꢶꢔꢵꢡ꣄,बिगात,பி3கா3த்,bigaat,bigAt,bigāt,bɪgɑːt̪,key,சாவி  
ꢧꣁꢥ꣄ꢥꢶ,फोन्नि,பொ2ன்னி,pho'nni,phOnni,phŏnni,pʰon̪n̪ɪ,comb,சீப்பு  
ꢩꢷꢡꢸ ꢕꢾꢞꢶꢔꢳꣁ,भीतु घेडिगळा॑,பீ4துகெ4டி3க3ளொ,bheetu ghe'd'igal'o',bhItu ghEDigaLO,bhītu ghĕḍigal̤ŏ,bʰiːt̪u gʰeɖɪgəɭo,wall clock,சுவர்க் கடிகாரம்    
ꢨꣁꢖ꣄ꢔꢸ ꢡꢜ꣄ꢜꢶ,बा॑ङ्गु तट्टि,பொ3ங்கு3 தட்டி,bo'ngu tat't'i,bOGgu taTTi,bŏṅgu taṭṭi,boŋgu t̪əʈʈɪ,bamboo screen,தட்டி  
ꢭꣀꢞꣁ,लैडा॑,லைடொ3,laid'o',laiDO,laiḍŏ,ləɪɖo,stick,தடி  
ꢭꢔꢸꢞꣁ,लगुडा॑,லகு3டொ3,lagud'o',laguDO,laguḍŏ,ləguɖo,stick,தடி  
ꢨꢠꢵꢭ꣄ ꢭꢔꢸꢞꣁ,बणाल्लगुडा॑,ப3ணால் லகு3டொ3,banaal lagud'o',baNAl laguDO,baṇāl laguḍŏ,bəɳɑːl ləguɖo,big stick,தடிக்கம்பு  
ꢲꢡ꣄ꢬꢥ꣄,हत्रन,ஹத்ரன்,hatran,hatran,hatran,ɦət̪ɾən̪,carpet,தரைவிரிப்பு  
ꢡꢾꢭ꣄ꢒꢜ꣄,तेल्कट,தெல்கட்,te'lkat',tElkaT,tĕlkaṭ,t̪elkəʈ,pillow,தலையணை  
ꢲꢸꢪ꣄ꢬꣁ,हुम्रा॑,ஹும்ரொ,humro',humrO,humrŏ,ɦumɾo,pillow,தலையணை  
ꢣꢶꢠ꣄ꢞꢸ,दिण्डु,தி3ண்டு3,dind'u,diNDu,diṇḍu,d̪ɪɳɖu,pillow,தலையணை  
ꢪꣁꢭ꣄ꢜꢶ,मा॑ल्टि,மொள்டி,mo'lt'i,mOlTi,mŏlṭi,molʈɪ,pillow,தலையணை  
ꢮꢵꢡ꣄,वात,வாத்,vaat,vAt,vāt,ʋɑːt̪,wick,திரி  
ꢣꢶꢮꣁ,दिवा॑,தி3வொ,divo',divO,divŏ,d̪ɪʋo,lamp,தீபம்  
ꢭꣁꢪ꣄ꢨꢥ꣄ ꢣꢶꢮꣁ,ला॑म्बन्दिवा॑,லொம்ப3ன் தி3வொ,lo'mban divo',lOmban divO,lŏmban divŏ,lombən̪ d̪ɪʋo,hanging lamp,தொங்குவிளக்கு  
ꢦꢭ꣄ꢭꣁ,पल्ला॑,பல்லொ,pallo',pallO,pallŏ,pəllo,cradle,தூளி/ தொட்டில்  
ꢦꢳ꣄ꢳꣁ,पळ्ळा॑,பள்ளொ,pal'l'o',paLLO,pal̤l̤ŏ,pəɭɭo,cradle,தூளி/ தொட்டில்  
ꢒꢾꢱꢶꢥꢶ ꢦꢾꢜꢶ,केसिनि प॑टि,கெசினி பெடி,ke'sini pe't'i,kEsini pETi,kĕsini pĕṭi,kes̪ɪn̪ɪ peʈɪ,Iron box,தேய்ப்புப் பெட்டி
ꢥꢶꢮꢶ,निवि,நிவி,nivi,nivi,nivi,n̪ɪʋɪ,tank,தொட்டி  
ꢡꣁꢜ꣄ꢜꢶ,तोट्टि,தொட்டி,to't't'i,tOTTi,tŏṭṭi,t̪oʈʈɪ,tank,தொட்டி  
ꢬꢹꢦꢣꢬ꣄ꢯꢶꢥꢶ,रूप दर्शिनि,ரூப த3ர்ஷினி,roopadarshini,rUpadarzini,rūpadarśini,ɾuːpəd̪əɾʃɪn̪ɪ,television,தொலைக்காட்சிப் பெட்டி   
ꢣꢹꢬ꣄ ꢮꢣꢶꢥꢶ,दूर्वदिनि,தூ3ர் வதி3னி,door vadini,dUr vadini,dūr vadini,d̪uːɾ ʋəd̪ɪn̪ɪ,telephone,தொலைபேசி  
ꢒꢾꢰꢠ꣄ ꢓꣁꢳ꣄꣄ꢜꢶ,क॑षण खा॑ळ्टि,கெஷண் கொ2ள்டி,ke'shan kho'l't'i,kESaN khOLTi,kĕṣaṇ khŏl̤ṭi,keʂəɳ kʰoɭʈɪ,leather bag,தோல் பை   
ꢓꢵꢥꢣꢸ ꢓꣁꢳ꣄꣄꣄ꢜꢶ, खा॑ळ्टि,கா2ந்து3கொ2ள்டி,khaanadu kho'l't'i,khAnadu khOLTi,khānadu khŏl̤ṭi,kʰɑːn̪əd̪u kʰoɭʈɪ,shoulder bag,தோள் பை   
ꢣꢶꢥ꣄ꢥꢸ ꢣꢾꢒ꣄ꢒꢜ꣄ꢥꢶ,दिन्नु द॑क्कट्नि,தி3ன்னுதெ3க்கட்னி,dinnu de'kkat'ni,dinnu dEkkaTni,dinnu dĕkkaṭni,d̪ɪn̪n̪u d̪ekkəʈn̪ɪ,calender,நாள்காட்டி  
ꢣꢶꢥꢗꢬ꣄ꢫꣁ,दिनचर्या॑,தி3னசர்யொ,dinacharyo',dinacaryO,dinacaryŏ,d̪ɪn̪ət͡ʃəɾjo,calender,நாள்காட்டி  
ꢗꢵꢬ꣄ꢦꢵꢄ~ ꢡꢶꢮꢶ,चार्पाइ~ तिवि,சார்பாஇ~திவி,chaarpaai~ tivi,cArpAi~ tivi,cārpāi~ tivi,t͡ʃɑːɾpɑːɪ~ t̪ɪʋɪ,chair,நாற்காலி  
ꢒꢸꢬ꣄ꢱꢶ,कुर्सि,குர்ஸி,kursi,kursi,kursi,kuɾs̪ɪ,chair,நாற்காலி  
ꢒꣂꢥ꣄ꢡꢸ,कोन्तु,கோ3ந்து,kontu,kontu,kontu,koːn̪t̪u,gum,பசை  
ꢣꢶꢞ꣄ꢞꢸ,दिड्डु,தி3ட்3டு3,did'd'u,diDDu,diḍḍu,d̪ɪɖɖu,gum,பசை  
ꢮꢭ꣄ꢭꢶꢬ꣄,वज्जिर,வஜ்ஜிர்,vallir,vallir,vallir,ʋəllɪɾ,gum,பசை  
ꢗꢶꢡ꣄ꢡꢸꢬ꣄,चित्तुर,சித்துர்,chittur,cittur,cittur,t͡ʃɪt̪t̪uɾ,picture,படம்  
ꢭꣂꢱ꣄,लोस,லோஸ்,los,los,los,loːs̪,picture,படம்  
ꢱꢫꢥꢶ,सयनि,ஸயனி,sayani,sayani,sayani,s̪əjən̪ɪ,bed,படுக்கை  
ꢱꢫꢥꢸ ꢲꢡ꣄ꢬꢥ꣄,सयनु हत्रन,ஸயனு ஹத்ரன்,sayanu hatran,sayanu hatran,sayanu hatran,s̪əjən̪u ɦət̪ɾən̪,bed sheet,படுக்கை விரிப்பு   
ꢒꢸꢡꢸꢬ꣄,कुतुर्,குதுர்,kutur,kutur,kutur,kut̪uɾ,Wooden vessel for storing grains,பத்தாயம்
ꢣꢵꢡꢸ ꢨꢸꢬꢸꢱ꣄,दातुबुरुस,தா3து பு3ருஸ்,daatu burus,dAtu burus,dātu burus,d̪ɑːt̪u buɾus̪,tooth brush,பல்விளக்கி  
ꢣꢵꢡꢸ ꢪꢛ꣄ꢙꢥ꣄,दातुमञ्जन,தா3து மஞ்ஜன்,daatu manjan,dAtu maJjan,dātu mañjan,d̪ɑːt̪u məɲd͡ʒən̪,tooth brush,பல்விளக்கி  
ꢞꢵꢡꢸ ꢔꢾꢱꢶꢥꢶ,दातु ग॑सिनि,தா3து கெ3ஸினி,d'aatu ge'sini,DAtu gEsini,ḍātu gĕsini,ɖɑːt̪u ges̪ɪn̪ɪ,tooth brush,பல்விளக்கி  
ꢣꢵꢡꢸꢭꢿꢲꢶ,दातुलेहि,தா3து லேஹி,daatulehi,dAtulehi,dātulehi,d̪ɑːt̪uleːɦɪ,tooth paste,பற்பசை  
ꢣꢵꢡꢸ ꢩꢸꢬ꣄ꢒꣁ,दातु भुर्का॑,தா3து பு4ர்கொ,daatu bhurko',dAtu bhurkO,dātu bhurkŏ,d̪ɑːt̪u bʰuɾko,tooth powder,பற்பொடி  
ꢌꢣꢸꢥꢪ꣄,ए॑दुनम,எது3னம்,e'dunam,Edunam,ĕdunam,ed̪un̪əm,vessels,பாத்திரம்  
ꢦꢵꢡ꣄ꢬꣁ,पात्रा॑,பாத்ரொ,paatro',pAtrO,pātrŏ,pɑːt̪ɾo,vessels,பாத்திரம்  
ꢗꢦꣂ,चपा॑,சபொ,chapo,capo,capo,t͡ʃəpoː,mat,பாய்
ꢔꢾꢜ꣄ꢦꢵꢬꣁ,ग॑ट्पारा॑,கெ3ட்பாரொ,ge't'paaro',gETpArO,gĕṭpārŏ,geʈpɑːɾo,crow bar,கடப்பாறை
ꢓꢥꢵꢮ꣄,खनाव,க2னாவ்,khanaav,khanAv,khanāv,kʰən̪ɑːʋ,crow bar,கடப்பாறை
ꢤꢹꢪ꣄ ꢭꣂꢱ꣄,धूम्लोस,தூ4ம் லோஸ்,dhoom los,dhUm los,dhūm los,d̪ʰuːm loːs̪,photo,புகைப்படம்  
ꢥꢷꢞꢵ ꢭꣂꢱ꣄,नीडा लोस,நீடா3லோஸ்,need'aa los,nIDA los,nīḍā los,n̪iːɖɑː loːs̪,photo,புகைப்படம்  
ꢩꢵꢮ ꢗꢶꢡ꣄ꢡꢸꢬ꣄,भावचित्तुर,பா4வசித்துர்,bhaava chittur,bhAva cittur,bhāva cittur,bʰɑːʋə t͡ʃɪt̪t̪uɾ,photo,புகைப்படம்  
ꢥꢵꢳꣁ,नाळा॑,நாளொ,naal'o',nALO,nāl̤ŏ,n̪ɑːɭo,funnel,புனல்  
ꢧꢹꢭꢸ ꢥꢶꢮꢶ,फूलु निवि,பூ2லு நிவி,phoolu nivi,phUlu nivi,phūlu nivi,pʰuːlu n̪ɪʋɪ,flower pot,பூச்சட்டி  / பூத்தொட்டி  
ꢦꢾꢜꢶ,प॑टि,பெடி,pe't'i,pETi,pĕṭi,peʈɪ,box,பெட்டி  
ꢦꢶꢳ꣄ꢜꢶ,पिळ्टि,பிள்டி,pil't'i,piLTi,pil̤ṭi,pɪɭʈɪ,toy,பொம்மை  
ꢧꢖ꣄ꢔꢸꢬꣁ,फङ्गुरा॑,ப2ங்கு3ரொ,phanguro',phaGgurO,phaṅgurŏ,pʰəŋguɾo,blanket,போர்வை  
ꢧꢖ꣄ꢔꢸꢬꢶ,फङ्गुरि,ப2ங்கு3ரி,phanguri,phaGguri,phaṅguri,pʰəŋguɾɪ,blanket,போர்வை  
ꢕꢾꢜꢶ,घ॑टि,கெ4டி3,ghe't'i,ghETi,ghĕṭi,gʰeʈɪ,time,மணி  
ꢦꢵꢫ꣄ꢥ꣄ ꢦꣁꢱꢶꢭ꣄ꢥꢶ,पाय्न प॑सिल्नि,பாய்ன் பொஸில்னி,paayn po'silni,pAyn pOsilni,pāyn pŏsilni,pɑːjn̪ pos̪ɪln̪ɪ,mat,மிதியடி
ꢮꢶꢣ꣄ꢫꢸꢡ꣄ꢮꢶꢙꢥꣁ,विद्युत्विजनो,வித்3யுத்விஜனொ,vidyutvijano',vidyutvijanO,vidyutvijanŏ,ʋɪd̪jut̪ʋɪd͡ʒən̪o,electric fan,மின்விசிறி  
ꢮꢶꢣ꣄ꢫꢸꢮꢶꢡ꣄ ꢣꢶꢮꣁ,विद्युत्दिवा॑,வித்3யுத் தி3வொ,vidyuvit divo',vidyuvit divO,vidyuvit divŏ,ʋɪd̪juʋɪt̪ d̪ɪʋo,electric lamp,மின் விளக்கு  
ꢢꢷꢥ꣄ꢦꢵꢄ~  ꢡꢶꢮꢶ,थीन्पाइ~  तिवि,தீ2ன்பாஇ~திவி,theenpaai~  tivi,thInpAi~  tivi,thīnpāi~  tivi,t̪ʰiːn̪pɑːɪ~  t̪ɪʋɪ,three legged stool,முக்காலி  
ꢪꢾꢣꢸꢳꣁ,मेदुळा॑,மெது3ளொ,me'dul'o',mEduLO,mĕdul̤ŏ,med̪uɭo,mattress,மெத்தை  
ꢪꢾꢫꢶꢥꢸ ꢮꢵꢡ꣄,म॑यिनु वात,மெயினுவாத்,me'yinu vaat,mEyinu vAt,mĕyinu vāt,mejɪn̪u ʋɑːt̪,candle,மெழுகுவர்த்தி  
ꢪꣂꢪ꣄ ꢮꢵꢡ꣄,मोम्वात,மோம் வாத்,mom vaat,mom vAt,mom vāt,moːm ʋɑːt̪,candle,மெழுகுவர்த்தி  
ꢪꢿꢙꣁ,मेजा॑,மேஜொ,mejo',mejO,mejŏ,meːd͡ʒo,table,மேசை  
ꢮꢵꢬ꣄,वार्,வார்,vaar,vAr,vār,ʋɑːɾ,Broom stick,"வாரியல், விளக்கமாறு"
ꢚꢠ꣄ꢠꢶ,झण्णि,ஜ2ண்ணி,jhanni,jhaNNi,jhaṇṇi,d͡ʒʰəɳɳɪ,Broom stick,"வாரியல், விளக்கமாறு"
ꢒꢸꢞꣁ,कुडा॑,குடொ3,kud'o',kuDO,kuḍŏ,kuɖo,bucket,வாளி  
ꢔꢮ꣄ꢥꢶ ꢦꢾꢜꢶ ꢂꢒꢵꢱ꣄ ꢤꣁꢥꢶ ꢦꢾꢜꢶ,गव्नि प॑टि,க3வ்னி பெடி,gavni pe't'i akaas dho'ni pe't'i,gavni pETi akAs dhOni pETi,gavni pĕṭi akās dhŏni pĕṭi,gəʋn̪ɪ peʈɪ əkɑːs̪ d̪ʰon̪ɪ peʈɪ,radio,வானொலிப் பெட்டி  
ꢔꢮ꣄ꢥꢶ ꢦꢾꢜꢶ ꢂꢒꢵꢱ꣄ ꢤꣁꢥꢶ ꢦꢾꢜꢶ,अकास धा॑नि प॑टि,அகாஸ் தொ4னி பெடி,gavni pe't'i akaas dho'ni pe't'i,gavni pETi akAs dhOni pETi,gavni pĕṭi akās dhŏni pĕṭi,gəʋn̪ɪ peʈɪ əkɑːs̪ d̪ʰon̪ɪ peʈɪ,radio,வானொலிப் பெட்டி  
ꢮꢶꢙꢥꣁ,विजना॑,விஜனொ,vijano',vijanO,vijanŏ,ʋɪd͡ʒən̪o,fan,விசிறி
ꢡꢶꢮꣁ,तिवा॑,தி3வொ,tivo',tivO,tivŏ,t̪ɪʋo,lamp,விளக்கு  
ꢚꢠ꣄ꢠꢶ,झण्णि,ஜ2ண்ணி,jhanni,jhaNNi,jhaṇṇi,d͡ʒʰəɳɳɪ,broomstick,விளக்குமாறு  
