Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢓꢳ꣄ꢳꢸꢮꣁ,खळ्ळुवा॑,க2ள்ளுவொ,khal'l'uvo',khaLLuvO,khal̤l̤uvŏ,kʰəɭɭuʋo,take this,இந்தாருங்கள்
ꢤꢾꢬꣁ,ध॑रा॑,தெ4ரொ,dhe'ro',dhErO,dhĕrŏ,d̪ʰeɾo,take this,இந்தாருங்கள்
ꢤꢾꢬꢸꢮꣁ,ध॑रुवा॑,தெ4ருவொ,dhe'ruvo',dhEruvO,dhĕruvŏ,d̪ʰeɾuʋo,take this,இந்தாருங்கள்
ꢥꢴꢵ,न्हा,நா:,nhaa,nhA,nhā,n̪ɦɑː,no,இல்லை  
ꢂꢖ꣄ꢔꢸꢥ꣄,अङ्गुन्,அங்கு3ன்,angun,aGgun,aṅgun,əŋgun̪,yet,இன்னும்  
ꢂꢡ꣄ꢡꢾꢖ꣄ꢔꢸꢜ꣄,अत्त॑ङ्गुट्,அத்தெங்கு3ட்,atte'ngut',attEGguT,attĕṅguṭ,ət̪t̪eŋguʈ,hereafter,இனி  
ꢂꢡꢧꢬꣁ,अतफरा॑,அதப2ரொ,atapharo',atapharO,atapharŏ,ət̪əpʰəɾo,hereafter,இனி  
ꢂꢡ꣄ꢡꢾꢖ꣄ꢔꢸꢜ꣄,अत्त॑ङ्गुट्,அத்தெங்கு3ட்,atte'ngut',attEGguT,attĕṅguṭ,ət̪t̪eŋguʈ,hereafter,இனிமேல்  
ꢂꢖ꣄ꢔꢸꢥ꣄,अङ्गुन्,அங்கு3ன்,angun,aGgun,aṅgun,əŋgun̪,still,இனியும்  
ꢆꢰ꣄,उष्,உஷ்,ush,uS,uṣ,uʂ,expression of caution,இஷ்  
ꢲꢵꢫ꣄ ꢲꢵꢫ꣄,हाय्हाय्,ஹாய்ஹாய்,haay haay,hAy hAy,hāy hāy,ɦɑːj ɦɑːj,yes,உம் உம்   
ꢒꢵꢫ꣄,काय्,காய்,kaay,kAy,kāy,kɑːj,response to a call,என்ன  
ꢡꢾꢭ꣄ꢫꢒ ꢭꢾꢥ꣄ꢡ,त॑ल्यक ल॑न्त,தெல்யக லெந்த,te'lyaka le'nta,tElyaka lEnta,tĕlyaka lĕnta,t̪eljəkə len̪t̪ə,hence,எனவே  
ꢍꢫ꣄,एय्,ஏய்,ey,ey,ey,eːj,term to call attention,ஏய்  
ꢬꢾ,रे,ரே,re',rE,rĕ,ɾe,term to call attention,ஏய்  
ꢬꢿꢫ꣄,रेय,ரேய்,rey,rey,rey,ɾeːj,term to call attention,ஏய்  
ꢎꢫꣂ,ऐयो,ஐயோ,aiyo,aiyo,aiyo,əɪjoː,expression of sorrow,ஐயோ  
ꢐ,ओ,ஓ,o,o,o,oː,expression of wonder,ஓ  
ꢲꢵꢫ꣄,हाय्,ஹாய்,haay,hAy,hāy,ɦɑːj,expression of approval,ஓகோ  
ꢲꣂꢥ꣄ꢣꢒ꣄,होन्दक्,ஹோந்த3க்,hondak,hondak,hondak,ɦoːn̪d̪ək,expression of approval,ஓகோ  
ꢲꣂꢫ꣄,होय्,ஹோய்,hoy,hoy,hoy,ɦoːj,term to call attention,ஓய்  
ꢘꢷꢗ꣄ꢘꢷ,छीच्छी,சீ2ச்சீ2,chheechchhee,chIcchI,chīcchī,t͡ʃʰiːt͡ʃt͡ʃʰiː,expression of contempt,சீச்சீ  
ꢮꢵ,वा,வா,vaa,vA,vā,ʋɑː,address term for inferior faminine,டி
ꢂꢮꢵ,अवा,அவா,avaa,avA,avā,əʋɑː,address term for inferior faminine,டி
ꢬꢿꢫ꣄,रेय्,ரேய்,rey,rey,rey,ɾeːj,address term for inferior masculine,டேய்
ꢢꢸꢡ꣄ꢡꢹ,थुत्तु,தூ2த்தூ,thuttoo,thuttU,thuttū,t̪ʰut̪t̪uː,expression of contempt,தூ  
ꢦꢵꢦ꣄,पाप्,பாப்,paap,pAp,pāp,pɑːp,expression of sympathy,பாவம்  
ꢇꢲꢹꢄ~ ,ऊहूइ~,ஊஹூ~,oohooi~,UhUi~,ūhūi~,uːɦuːɪ~,no,ம்ஹூம்  
ꢧꢶꢮ꣄ꢬꢶ,फिव्रि,பி2ர்வி பி2ர்வி,phivri,phivri,phivri,pʰɪʋɾɪ,again and again,மேல்மேலும்  
ꢧꢶꢮ꣄ꢬꢶ,फिव्रि,,phivri,phivri,phivri,pʰɪʋɾɪ,again and again,மேல்மேலும்  
ꢡꢾꢒ ꢧꢬꢵꢡ꣄,त॑कफरात्,தெகப2ராத்,te'ka pharaat,tEka pharAt,tĕka pharāt,t̪ekə pʰəɾɑːt̪,moreover,மேலும்  
ꢂꢖ꣄ꢔꢸꢥ꣄,अङ्गुन,அங்கு3ன்,angun,aGgun,aṅgun,əŋgun̪,moreover,மேலும்  
ꢲꣀꢫꢵ,हैया,ஹையா,haiyaa,haiyA,haiyā,ɦəɪjɑː,expression of joy,ஹையா  
