alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
பாட்,paaT,"தொல்லை, கஷ்டம், நிலைமை","Harassment, Difficulty, Situation",,,,
ராக்3,raag,கோபம்,"Anger, Temper",,,,
ராக்3 ஹொயெ,raag hoye,"கோபமான, கோபமுள்ள",Angry,,,,
குப்னி,kupni,கோபம்,Anger,,,,
ஹங்கார்,hangkaar,கோபம்,"Rage, Tantrum, Anger",,,,
உக்3கு3ர்,uggur,கடுமையான கோபம்,"Extreme anger, Ferocious",,,,
மத்ச2 ர்ஹால்,matcha rhaal,"குரோதம், கோபம்","Hostility, Animosity, Anger",,,,
வங்க2ள்ளி,vangkhaLLi,"சினம் கொண்டு, கோபத்துடன்",Angrily,,,,
ஸுரத்,surat,ரோஷம்,"Irate, Susceptiblity",,,,
ரூஸ்,roos,பொய்க்கோபம்,Fake Anger,,,,
உத்ஜம்,utjam,பதற்றம்,Tension,,,,
தா4க்,dhaak,"பயம், அச்சம்","Fear, Awe, Afraid",,,,
தா4க்தெ4ரள்,dhaakdheraL,"பயம், அச்சம்","Fear, Awe, Afraid",,,,
ப4யப4க்தி,bhayabhakti,"பக்திபூர்வமான பயம், பிரமிப்பு","Awe, Reverence",,,,
பெ3து3ர்னி,bedurni,"வியப்பு, திகைப்பு, பிரமிப்பு","Astonish, Stun, Surprise, Awe",,,,
ப்4ரமொ,bhramo,குழப்பம்,Confusion,,,,
லும்ப்ளொ,lumpLo,குழப்பம்,Confusion,,,,
லும்ப்ளொ ஹொயெ,lumpLo hoye,குழப்பமான,Confused,,,,
ஆஶ்சர்யம்,aasscaryam,ஆச்சரியம்,Surprise,,,,
மொணம்,moNam,மானம்,"Honour, Respect",,,,
மான்,maan,மானம்,"Honour, Respect",,,,
அபுல்மான்,apulmaan,தன்மானம்,"Self-respect, Prestige",,,,
ஔமான்,aumaan,"அவமதிப்பு, அவமரியாதை","Insult, Disrespect, Dishonour",,,,
ஹினம்,hinam,அவமானம்,"Shame, Humiliation",,,,
லாஜ்,laaj,"வெட்கம், நாணம், கூச்சமுடைய","Shy, Shyness, Bashful",,,,
லஜ்ஜொ,lajjo,"வெட்கம், நாணம், கூச்சமுடைய","Shy, Shyness, Bashful, Embarrass",,,,
லஜ்ஜினி,lajjini,"வெட்கம், நாணம், கூச்சமுடைய","Shy, Shyness, Bashful, Embarrass",,,,
கொஞ்சுதொ3,konjcudo,"வெட்கம், நாணம், கூச்சமுடைய","Shy, Shyness, Bashful",,,,
ப்ரேவ்,prEv,"அன்பு, பாசம், காதல்","Love, Affection",,,,
பிரேவ்,pirEv,பிடித்த,Favorite,,,,
ஒப்பய,oppaya,பிடித்த,Favorite,,,,
ப்ரேவ்ஹொயெ,prEvhoye,பிரியமான,"Dear, Darling, Sweetheart, Cutie",,,,
ப்ராமோ,praamO,"அன்பு, காதல்","Love, Affection",,,,
ப்ரேமொ,prEmo,"அன்பு, காதல்","Love, Affection",,,,
ஹிமத்,himat,இதம்,Comfort,,,,
லாலு,laalu,வாஞ்சை,"Affection, Fondness, Compassionate love",,,,
இஷ்க்,ishk,காதல்,Love,,,,
முஹ்னி,muhni,"காமம், மோகம், மையல்",Lust,,,,
லாஸு,laasu,"காமம், மோகம், மையல்",Lust,,,,
லயிஞ்சினி,layinjcini,"வேட்கை, உணர்ச்சி",Passion,,,,
முத்3து3,muddu,முத்தம்,Kiss,,,,
பு3ச்சி,bucci,முத்தம்,Kiss,,,,
தத்வஜ்னொ,tatvajno,தத்வம்,Philosophy,,,,
குதூஹலொ,kutoohalo,ஆர்வம்,Interest,,,,
ஸிங்கா3ர்,singgaar,அழகு,Beautiful,,,,
ஶிங்கா3ரு,ssinggaaru,அழகான,Beautiful,,,,
பெ4ளி ஸிங்க்3யார்,bheLi singgyaar,"அற்புதமான, நேர்த்தியான, சிறந்த, பிரமாண்டமான","Awesome, Elegant, Exquisite, Finest, Grand, Magnificent",,,,
அந்து3ஸ்,andus,லட்சணம்,Beauty,,,,
ஆகர்ஷக்,aakarshak,கவர்ச்சி,"Charm, Attractive",,,,
ஹஸொ,haso,சிரிப்பு,"Laughter, Smile",,,,
ஹாஸியம்,haasiyam,நகைச்சுவை,"Comedy, Humor",,,,
ரொட்3னி,roDni,அழுகை,Cry,,,,
ஆஸ்தொ,aasto,ஆசை,"Desire, Longing",,,,
ஆஶ,aassa,ஆசை,"Desire, Longing",,,,
லூப்,loop,"பேராசை, அளவு கடந்த ஆசை","Greed, Inordinate desire",,,,
நிராஶொ,niraasso,"நிராசை, ஆசை இல்லா",Without desire,,,,
த்ருப்தி,trupti,திருப்தி,Satisfaction,,,,
இஷ்ணி,ishNi,விருப்பம்,"Desire, Like, Wish",,,,
இஷ்டம்,ishTam,விருப்பம்,"Will, Like, Wish",,,,
ரொஸினி,rosini,வெறுப்பு,"Hate, Aversion, Hatred",,,,
"ரோஸ், ரொஸத்தெ","rOs, rosatte",வெறுத்தல்,"Hate, Hatred, Dislike",,,,
த்3வேஷ்,dvEsh,வெறுப்பு,"Hate, Hatred, Dislike",,,,
ஒப்பாய்,oppaay,பிடிக்கும்,Like,,,,
ஒப்பானா,oppaanaa,பிடிக்காது,Dislike,,,,
ஒப்பாரஸ்,oppaaras,பிடித்திருக்கிறது,"Liking it, Like it",,,,
கெஷ்டம்,keshTam,சிரமம்,Difficulty,,,,
கெஷ்டம்ஹொயெ,keshTamhoye,கஷ்டமான,Difficult,,,,
உத்3தே3ஶ்,uddEss,நோக்கம்,Purpose,,,,
நிகொ,niko,கவனம்,Careful,,,,
கொ4ரம்,ghoram,கவனம்,Focus,,,,
தும்ரொ,tumro,கவனம்,Attention,,,,
கௌ3ஞ்ஜினி,gaunjjini,"அக்கறை, கவனிப்பு","Caring, Care",,,,
யுக்தி,yukti,யோசனை,Idea,,,,
ஊஹனொ,uuhano,யோசனை,Idea,,,,
முர்ஸு,mursu,முன்யோசனை,Foresight,,,,
அபி3ப்ராயம்,abipraayam,கருத்து,Opinion,,,,
ஏகாந்து,Ekaantu,தனிமை,"Lone, Loneliness, Privacy",,,,
வெகுளொ,vekuLo,தனிமை,"Lone, Solitude",,,,
விஸிவாஷ்டொ,visivaashTo,எரிச்சல்,Irritation,,,,
வெவுஞ்சினி,vevunjcini,"மனதில் புகைதல், பொங்குதல்",Fuming,,,,
க்லிஶத்தெ,klissatte,"எரிந்து விழுதல், எரிச்சலூட்டுதல்","Irritating, Annoying",,,,
ஹுடு3ஞ்ஜி பொட3த்தெ,huDunjji poDatte,எரிந்து விழுதல்,bursting with irritation,,,,
விஸி பொட3த்தெ,visi poDatte,எரிந்து விழுதல்,Burst with irritation,,,,
விஶி ந்ஹாத்தொ,vissi nhaatto,சலிக்காமல்,Tirelessly,,,,
கோ3ஶி,gOssi,சலிக்காமல்,Tirelessly,,,,
திந்து3னாத்தொ,tindunaatto,முகம் சுளிக்காமல்,Without frowning,,,,
ஸெக்கானா,sekkaanaa,தாங்க முடியாத,Unbearable,,,,
ஸெக்குனாத்த,sekkunaatta,சகிக்க முடியாத,Intolerable,,,,
ப்ரேரணொ,prEraNo,உத்வேகம்,Inspiration,,,,
பன்மன்ட்கே,panmanTkE,தயக்கம்,Hesitation,,,,
மல்சினி,malcini,தயக்கம்,Hesitation,,,,
மனோரஞ்ஜன்,manOranjjan,பொழுதுபோக்கு,Entertainment,,,,
தி3ன்னுஜனி,dinnujani,பொழுதுபோக்கு,Entertainment,,,,
க3ரன்,garan,"பெருமை, புகழ்","Glory, Fame",,,,
கா3ரிரு,gaariru,உலகில் பெருமையுடன்,Proudly in the world,,,,
கா3ரி ஹோரு,gaari hOru,உலகில் பெருமையுடன்,Proudly in the world,,,,
அஜ்ஞான்,ajnjaan,அறியாமை,Ignorance,,,,
தா3ந்தி,daanti,"புலன்களை அடக்குதல், சுய கட்டுப்பாடு","Controlling the senses, Self-restraint",,,,
மெனிகு3 த3க்ஷண்,menigu dakshaN,"மனிதநேயம், மனிதத் தன்மை",Humanity,,,,
