alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence
அந்தெ3ம் தி3வொ,andem divo,விளக்கெண்ணெய் விளக்கு,Sand lamp,அந்தெ3ம் தி3வொ நிள்ச்சி ஜெலை,andem divo niLcci jelai,விளக்கெண்ணெய் விளக்கு நிலைத்து எரியும்,The sand lamp burns steadily
"தொரணு தி3வொ, ஜு2ம்பர்","toraNu divo, jhumpar",சர விளக்கு,Chandelier,நெட்ஷத்ரு வஸனுஶாலாம் தொரணு தி3வாக் ஸவாயி,neTshatru vasanussaalaam toraNu divaak savaayi,நட்சத்திர ஓட்டல்களில் சரவிளக்கைப் பார்க்கலாம்,Chandelier can be seen in Star Hotels
து4ம்டி,dhumTi,தீப்பந்தம்,Fire Torch,தே3வு சுட்டும் து4ம்டிக் க2ல்லி ஜாஸுனு,dEvu cuTTum dhumTik khalli jaasunu,கடவுள் ஊர்வலத்தில் தீப்பந்தம் ஏந்திச் செல்கின்றனர்,They carry torches in God's procession
லகு3டா3த2ந்தி3லி,laguDaathandili,மர தீப்பந்தம்,Wooden Fire Torch,முந்த3டி3 காலும் ரவுளும் லகு3டா3த2ந்தி3லி ப்ரயோக்3 கெர்யாஸி,mundaDi kaalum ravuLum laguDaathandili prayOg keryaasi,பழங்காலத்தில் அரண்மனையில் மர தீப்பந்தம் பயன்படுத்தினார்கள்,In ancient times wooden torches were used in palace
மெயின் வாத்,meyin vaat,மெழுகுவர்த்தி,Candle,கெம்பி3 மத்தாவ் ஜெலட3த்தக் மெயின் வாதூஸ் மேடு,kembi mattaav jelaDattak meyin vaatoos mETu,கம்பி மத்தாப்பு கொளுத்துவதற்கு மெழுகுவர்த்தியே சிறந்தது,Candles are best to lit the sparkler fire crackers
விஜனொ,vijano,கை விசிறி,Hand Fan,தாளு பானு விஜனொ மது3ரெம் வேன் நாவ் பொட3யொ,taaLu paanu vijano madurem vEn naav poDayo,பனை ஓலை கை விசிறி மதுரையில் மிகவும் பிரபலம்,Palm leaf hand fan is very popular in Madurai
விஜிலி விஜனொ,vijili vijano,மின்விசிறி,"Electric Fan, Ceiling Fan",ஹூனுகலமு விஜிலி விஜனொ த4மிலேத்கன் ர்ஹாய்,hoonukalamu vijili vijano dhamilEtkan rhaay,கோடை காலத்தில் மின்விசிறி ஓடியபடியே இருக்கும்,During summer the Ceiling Fan keeps running
மேஜொ விஜனொ,mEjo vijano,மேஜை விசிறி,Table Fan,மேஜொ விஜனாம் ர்ஹீ வரொ ஸில்லொகன் அவஸு,mEjo vijanaam rhee varo sillokan avasu,மேஜை விசிறியில் இருந்து காற்று குளிர்ச்சியாக வருகிறது,The air from the table fan is cool
பீடொ2 விஜனொ,peeTho vijano,பீட மின்விசிறி,Pedestal Fan,ஹொராடு3 மஹாலும் பீடொ2 விஜனாக் ஸவாய்,horaaDu mahaalum peeTho vijanaak savaay,திருமண மண்டபத்தில் பீட மின்விசிறியைக் காணலாம்,Pedestal fans can be found in the wedding hall
தூ3ர்தெ3க்கண்ணி,doordekkaNNi,தொலைக்காட்சி,Television,ஹிந்தொ3 அஸ்கி கொ4ம்மானும் தூ3ர்தெ3க்கண்ணி ஸே,hindo aski ghommaanum doordekkaNNi sE,இன்று அனைத்து வீட்டிலும் தொலைக்காட்சி உள்ளது,"Today, every home has a Television"
தெரொ,tero,திரை,Screen,தூ3ர்தெ3க்கண்ணி தெராக் பொஸுவொ,doordekkaNNi teraak posuvo,தொலைக்காட்சி திரையைத் துடைக்கவும்,Wipe the TV screen
தெரா பொ3ட்டொ,teraa boTTo,திரைச்சீலை,Curtain,தெனொ தெரா பொ3ட்டாம் ர்ஹீ ப4ராட் தொங்கி3 ஸியெஸ்,teno teraa boTTaam rhee bharaaT tonggi siyes,அவன் திரைச்சீலையில் இருந்து வெளியே எட்டிப்பார்த்தான்,He peeked out from the curtains
தூ3ருநியந்த்ரொ,dooruniyantro,தொலையியக்கி,Remote control,பில்லல்னு தூ3ருநியந்த்ரொ ஹால் சித்ருனுக் மர்ச்சிலேத் ர்ஹான்,pillalnu dooruniyantro haal citrunuk marccilEt rhaan,குழந்தைகள் தூர இயக்கியால் சேனல்களை மாற்றிக்கொண்டே இருப்பார்கள்,Kids keep changing channels with the remote control
தூ3ர்வதி3னி,doorvadini,தொலைபேசி,"Phone, Telephone",ஹாதுவதி3னி அவெ ப2ராது தூ3ர்வதி3னி வவ்ரினி உன்னொ பொள்டி3யொ,haatuvadini ave pharaatu doorvadini vavrini unno poLDiyo,கைபேசி வந்த பிறகு தொலைபேசி பயன்பாடு குறைந்துவிட்டது,"After the arrival of the mobile phone, the use of telephones decreased"
ஹாதுவதி3னி,haatuvadini,கைபேசி,"Cell Phone, Mobile Phone",பில்லல்னு ஜொவள் மெல்லொ ஹாதுவதி3னி ஸே,pillalnu jovaL mello haatuvadini sE,சிறியவர்களிடம் கூட கைபேசி உள்ளது,Even children have cell phones
ஸில்லா பெடி,sillaa peTi,குளிர்சாதன பெட்டி,"Refrigerator, Fridge",ஸில்லா பெடிம் பனி கெ3ட்3டொ3 உத்பத்தி கெருவாயி,sillaa peTim pani geDDo utpatti keruvaayi,குளிர்சாதன பெட்டியில் பனிக்கட்டி தயாரிக்கலாம்,Ice can be made in the refrigerator
ஸில்ல வரா பெடி,silla varaa peTi,குளிரூட்டி,Air conditioner,ஹூனுகலமு ஸில்ல வரா பெடி ந்ஹாத்தக் ர்ஹவானா,hoonukalamu silla varaa peTi nhaattak rhavaanaa,கோடையில் குளிரூட்டி இல்லாமல் இருக்க முடியாது,Can't live without air conditioner in summer
இஸ்திரி,istiri,சலவைப் பெட்டி,Clothes Iron,விஜிலி இஸ்திரிக் கெ4டி3ம் ப்ரயோக்3 கெரத்தக் முஸை,vijili istirik gheDim prayOg kerattak musai,மின்சார சலவைப் பெட்டியை உடனடியாக பயன்படுத்த முடியும்,Electric clothes iron can be used immediately
பொல்காவஸ்துன்,polkaavastun,மரச்சாமான்,Furnitures,தேகு ஜா2டு3னும் கெரெ பொல்காவஸ்துனுன் மோல் வேனு,tEku jhaaDunum kere polkaavastunun mOl vEnu,தேக்கு மரத்தால் செய்யப்பட்ட மரச்சாமான்கள் விலை அதிகம்,Furniture made of teak wood is expensive
சார்பாய்ஞ்,caarpaaynj,நாற்காலி,Stool,தெனு சார்பாய்ஞிம் ஹிப்3பி3 ர்ஹீ தி3வொ பொ4வ்ர்யாஸ்,tenu caarpaaynjim hibbi rhee divo bhovryaas,அவர் நாற்காலியில் நின்று விளக்கை ஏற்றினார்,He stood on the stool and lit the lamp
குர்ஸி,kursi,மேஜை நாற்காலி,Chair,ஒள்டு3ன் குர்ஸினும் விஶ்ராந்திகன் பி3ஸி ஸே,oLDun kursinum vissraantikan bisi sE,வயதானவர்கள் நாற்காலிகளில் ஓய்வாக அமர்ந்திருக்கிறார்கள்,Elderly people are sitting leisurely in chairs
"பீடொ2, மேஜொ","peeTho, mEjo",மேஜை,Table,பீடொ2 ஹொல்லொ ஒர்கு3னாங்கொ3,peeTho hollo orgunaanggo,மேஜை மீது சாயாதீர்கள்,Do not lean on the table
ஜெமரியொ பீடொ2,jemariyo peeTho,உணவருந்தும் மேசை,Dining table,க2யி ஹொட்டி ஜெமரியொ பீடா2க் பொஸி தொ2வொ,khayi hoTTi jemariyo peeThaak posi thovo,சாப்பிட்ட பிறகு சாப்பாட்டு மேசையை துடைத்து வைக்கவும்,Wipe the dining table after eating
திவி,tivi,"நீண்ட இருக்கை, அமரும் பலகை",Long Bench,நெவ்டா3ம் ஒண்டெ திவி ஸே,nevDaam oNTe tivi sE,நடைபாதையில் ஒரு நீண்ட இருக்கை உள்ளது,There is a long bench in the corridor
ப3து3லொ,badulo,"நீண்ட இருக்கை, அமரும் பலகை",Long Bench,இக்லான் ப3து3லாம் பி3ஸி ஸே,iklaan badulaam bisi sE,மாணவர்கள் பலகையில் அமர்ந்திருக்கிறார்கள்,Students are sitting on the bench
கொ2ள்டி,khoLTi,பை,"Bag, Carry Bag",கய்லொகெஸுர் கொ2ள்டி கோஸெ?,kaylokesur khoLTi kOse?,காய்கறி பை எங்கே?,Where is the vegetable bag?
பிஸ்னி கொ2ள்டி,pisni khoLTi,நெகிழி பை,Plastic bag,பிஸ்னி கொ2ள்டிக் பி2ரிவவ்ரத்தெ கெஷ்டமு,pisni khoLTik phirivavratte keshTamu,பிளாஸ்டிக் பைகளை மறுசுழற்சி செய்வது கடினம்,Plastic bags are difficult to recycle
கெச்செந்தி3,keccendi,கோணி,"Gunny bag, Sack",ஸுனொ கெச்செந்தி3 ஹொல்லொ பி3ஸி ஸே,suno keccendi hollo bisi sE,நாய் கோணிப்பை மீது அமர்ந்துள்ளது,Dog is sitting on the gunny bag
கொ2ள்டொ,khoLTo,சாக்குப்பை,"Gunny bag, Sack",செகு3லொ ஹெடி3 கொ2ள்டாம் தவொ,cegulo heDi khoLTaam tavo,விறகு சிராயை எடுத்து சாக்குப்பையில் போடுங்கள்,Put the chopped firewood in the sack
பெடி,peTi,பெட்டி,Box,பெடிம் ஹன்னவ் லிக்கடி3 தொ2வ்னு,peTim hannav likkaDi thovnu,பெட்டியில் பணத்தை ஒளித்து வைப்பார்கள்,They hide money in the box
கோஷ்டு,kOshTu,மர பீரோ,Wooden bureau,பில்லல்னு கோஷ்டும் லிக்குள்ளராஸ்,pillalnu kOshTum likkuLLaraas,குழந்தைகள் மர பீரோவில் ஒளிந்து கொள்கிறார்கள்,The children hide in the wooden bureau
ஸுரு,suru,பீரோவின் கீழ் இழுப்பறை,Bottom Drawer of a Bureau,கோஷ்டும் உன்னபொட3யொ தீ3 ஸுருன் ர்ஹாய்,kOshTum unnapoDayo dee surun rhaay,மர பீரோவில் குறைந்தது இரண்டு இழுப்பறைகள் இருக்கும்,A wooden bureau has at least two drawers
பொரொ,poro,பீரோவின் கீழ் இழுப்பறை,Bottom Drawer of a Bureau,பிர்ஜனம் ந்ஹாத்த வஸ்துனுக் பொராம் தய்தன்,pirjanam nhaatta vastunuk poraam taytan,பயனற்ற பொருட்களை பீரோ இழுப்பறைகளில் போட்டுவிடுவார்கள்,Useless items are put away in bureau drawers
ஹிந்து3ளொ,hinduLo,ஊஞ்சல்,Swing,பில்லல்னு ஹிந்து3ளாம் க2ளத்தக் ப்ராமொ பொட3ராஸ்,pillalnu hinduLaam khaLattak praamo poDaraas,குழந்தைகள் ஊஞ்சலில் விளையாட விரும்புகிறார்கள்,Children love to play on the swing
ஸேணி,sENi,ஏணி,Ladder,ஸேணினுக் ஜு2க்குகன் பொ3ங்கு3ம் கெரனு,sENinuk jhukkukan bonggum keranu,ஏணிகளை பெரும்பாலும் மூங்கிலால் செய்வார்கள்,Ladders are mostly made of bamboo
ஸடொ,saTo,ஏணி,Ladder,அத்தொ ஜெலுமினும் கெரெ மொன்ட்சத்திஸா ஸடொ அப்3ப3ரஸி,atto jeluminum kere monTcattisaa saTo abbarasi,அலுமினியத்தால் செய்யப்பட்ட மடிக்கக்கூடிய ஏணிகள் இப்போது கிடைக்கின்றன,"Foldable Ladders, made of Aluminium, are available now"
அள்டாஸடொ,aLTaasaTo,பரண் ஏணி,"Attic ladder, Loft ladder",அள்டாம் ஹிங்க3த்தக் அள்டாஸடொ பிர்ஜனம் பொட3ஸு,aLTaam hinggattak aLTaasaTo pirjanam poDasu,பரணில் ஏறுவதற்கு பரண் ஏணி பயன்படுத்தப்படுகிறது,A loft ladder is used to climb upstairs
லோஸ்,lOs,"படம், புகைப்படம்","Picture, Photo, Image",ஹாதுவதி3னிம் ஹெட3ரியொ லோஸுன் பெ4ளி ஸிங்க்3யார் ஸே,haatuvadinim heDariyo lOsun bheLi singgyaar sE,கைப்பேசியில் எடுக்கப்பபடும் புகைப்படங்கள் அருமையாக இருக்கின்றன,The photos taken on mobile phones are awesome
ஸதி3,sadi,குடை,Umbrella,ஸதி3ன் ஜு2க்குகன் களொ வனிம் ர்ஹாயி,sadin jhukkukan kaLo vanim rhaayi,குடைகள் பெரும்பாலும் கருப்பு நிறத்தில் இருக்கும்,Umbrellas are mostly black
நிவி,nivi,தொட்டி,"Trough, Tank, Tub",கா3ய்கொ3ருன் பேத்தக் து4வனு பனி நிவிம் ஸொட3னு,gaaygorun pEttak dhuvanu pani nivim soDanu,கால்நடைகள் குடிக்க கழனி தண்ணீரை மர தொட்டியில் ஊற்றுவார்கள்,The rice washed water is poured into a wooden trough for the cattle to drink
ப3ள்ளொ,baLLo,வாளி,Bucket,ப3ள்ளாம் ஸேத்தெ ஒல்லொ பொ3ட்டானுக் ஸுக்கடு3வொ,baLLaam sEtte ollo boTTaanuk sukkaDuvo,வாளியில் உள்ள ஈரமான துணிகளை உலர்த்தவும்,Dry the wet clothes in the bucket
ஹந்தா3ர்,handaar,இருட்டு,Dark,ஹந்தா3ரும் அவ்ரெஹால் ஸாத்தக் முஸுனா,handaarum avrehaal saattak musunaa,இருட்டில் நம்மால் பார்க்க முடியாது,We cannot see in the dark
ஹுஜால்,hujaal,வெளிச்சம்,Light,நார்வே தே3ஶும் ஸோ ம்ஹடா3னுக் ஹுஜால் ர்ஹானா,naarvE dEssum sO mhaDaanuk hujaal rhaanaa,நார்வேயில் ஆறு மாதங்களுக்கு வெளிச்சம் இருக்காது,There will be no light in Norway for six months
நேகு3,nEgu,ஒளி,Light,ஸுரிது நேகு3க் ஸமான் கொன்னி ந்ஹீ,suritu nEguk samaan konni nhee,சூரிய ஒளிக்கு சமமாக எதுவும் இல்லை,Nothing equals sunlight
ஜோதி,jOti,ஒளி,Light,ஞானின் தே3வுக் ஜோதி ரூபும் ஸாராஸ்,njaanin dEvuk jOti roopum saaraas,ஞானிகள் இறைவனை ஒளி வடிவில் காண்கிறார்கள்,The sages see God in the form of light
க3தி3,gadi,குதிர்,Granary pot,"க3தி3 மெந்தொ ஸால், தந்து3 செர்ச்சி தொ2வரியொ பொ4ன்னொ","gadi mento saal, tandu cercci thovariyo bhonno","குதிர் என்பது நெல், அரிசி சேமித்துவைக்கும் பானை",Granary pot is a pot for storing paddy and rice
கெ3ல்லோ,gellO,"அரிசி, தானியம் சேமித்து வைக்கும் குதிர்",Earthen pot for storing grains,பொர்க்யாடு3ம் கெ3ல்லாம் தந்து3 தயி தொ2வஸுனு,porkyaaDum gellaam tandu tayi thovasunu,"கிராமத்தில், குதிரில் அரிசியை போட்டு வைப்பார்கள்","In the village, rice is put in the granary pots"
பூ4தத்3த3ம்,bhootaddam,பூதக்கண்ணாடி,Magnifying glass,எல்லெ பூ4தத்3த3ம் அவ்ரெ ஐங்கே4ர்பா3யோ,elle bhootaddam avre aingghErbaayO,இந்த பூதக்கண்ணாடி என் தாத்தாவுடையது,This magnifying glass belonged to my grandfather
பவ்க3ள்,pavgaL,"பாதுகை, மர காலணி","Ancient form of footwear, Wooden footwear",லக்ஷ்மணொ ராமுடு3 பவ்க3ள் தொ2வி ராஜ்ஜலஸி,lakshmaNo raamuDu pavgaL thovi raajjalasi,லக்ஷ்மணன் இராமனின் பாதுகைகளுடன் ராஜ்யத்தை ஆண்டான்,Lakshman ruled the kingdom with the footwear of Rama
செவ்னி,cevni,செருப்பு,"Slipper, Footwear",ஹூனுகலமு செவ்னி ந்ஹாத்தக் சலத்த முஸுனா,hoonukalamu cevni nhaattak calatta musunaa,கோடையில் செருப்பு இல்லாமல் நடக்க முடியாது,Can't walk without sandals in summer
பாய்ஞ்ஹொவி,paaynjhovi,காலணி,"Slipper, Shoe",யந்த்ரஶாலாம் ஸேத்தெ அஸ்கிதெனு பாய்ஞ்ஹொவி தய்லி ஸே,yantrassaalaam sEtte askitenu paaynjhovi tayli sE,தொழிற்சாலையில் உள்ள அனைவரும் காலணிகள் அணிந்துள்ளனர்,Everyone in the factory wear shoes
