ꢨꣁꢜ꣄ꢜꢵ ꢪꣃꢞꣁ,बा॑ट्टा मौडा॑,பொ3ட்டாமௌடொ3,tent,கூடாரம்  
ꢪꢴꢸꢔꢸꢜ꣄,म्हुगुट,மு:கு3ட்,roof,கூரை  
ꢒꢮꢵꢞꢸ ꢤꢵꢠ꣄,कवाडु धाण,கவாடு3தா4ண்,door handle,கைப்பிடி  
ꢒꣁꢭ꣄ꢒꢶ,का॑ल्कि,கொல்கி,hook,கொக்கி  
ꢬꢮꢸꢳ꣄,रवुळ,ரவுள்,palace,கொட்டாரம்  
ꢪꢸꢔ꣄ꢔꢸ,मुग्गु,முக்3கு3,ornamental drawing with rice or stone powder,கோலம்  
ꢲꢥ꣄ꢡꢮꢸ ꢡꢮ꣄ꢬꢪ꣄,ह्न्तवु तव्रम्,ஹந்த3வு தவ்ரம்,kitchen,சமையலறை  
ꢮꢶꢞꢶ,विडि,விடி3,window,சன்னல்  
ꢮꢶꢜꢶ ꢱꢳꢵꢒ꣄,विडि सळाक्,விடி3ஸளாக்,window bar,சன்னல் கம்பி   
ꢡꢹꢪ꣄ꢦꣁ,तूम्पा॑,தூம்பொ,gutter,சாக்கடை  
ꢙꢾꢖ꣄ꢙꢵꢬ꣄,जेञ्जार,ஜெஞ்ஜார்,gutter,சாக்கடை  
ꢬꢾꢖ꣄ꢒꢸ,र॑ङकु,ரெங்கு,"paint, dye",சாயம்  
ꢦꢷꢔꢵꢡ꣄,पीगात्,பீ3கா3த்,key,சாவி  
ꢮꢶꢜꢶ,विटि,விடி3,window,சாளரம்  
ꢮꢶꢜ꣄ꢒꢾ,विट्क॑,விட்3கெ3,brick,செங்கல்  
ꢮꢶꢞ꣄ꢔꢶꢥꢾ,विड्गिन॑,விட்3கி3னெ,brick,செங்கல்  
ꢡꢳꢪ꣄,तळम्,த3ளம்,floor,தரை  
ꢩꣁꢄ,भोइ,பொ4இ~,floor,தரை  
ꢡꢳꢪ꣄ ,तळम्,த3ளம்,"flat, floor",தளம்  
ꢲꣁꢳ꣄ꢜꣁ,हा॑ळ्टा॑,ஹொள்டொ,verandah,திண்ணை  
ꢦꢜꢸꢡꣁ,पटुता॑,படு3தொ,curtain,திரைச்சீலை  
ꢓꢵꢪ꣄ꢨꢸ,खाम्बु,கா2ம்பு3,pillar,தூண்  
ꢔꣂꢱꢵꢭꣁ,गो शाला॑,கோ3 ஶாலொ,cowshed,தொழுவு  
ꢔꢵꢫ꣄ꢔꣁꢬꢸꢥꢸꢓꣁꢜ꣄ꢜꣁ,गाय्गा॑रुनु खा॑ट्टा॑,கா3ய்கொ3ருனு கொ2ட்டொ,cowshed,தொழுவு  
ꢭꢵꢥ꣄,लान्,லான்,garden,தோட்டம்  
ꢥꢥ꣄ꢡꢮꢥꢸ,नन्तवनु,நந்தவனு,garden,தோட்டம்  
ꢡꣁꢬꢠ꣄,ता॑रण्,தொரண்,door decoration with mango leaves,தோரணம்  
ꢡꢵꢪ꣄,ताम्,தா2ம்,land,நிலம்  
ꢮꢶꢣ꣄ꢣꢾ,विद्द॑,வித்3தெ3,storey,மாடி
ꢪꢴꢞꢶ,म्हडि,ம:டி3,storey,மாடி
ꢦꢥꢶ ꢥꢶꢮꢶ,पनि निवि,பனி நிவி,water tank,நீர்த்தொட்டி  
ꢦꢥꢶꢡꣁꢜ꣄ꢜꢶ,पनिता॑ट्टि,பனிதொட்டி,water tank,நீர்த்தொட்டி  
ꢡꢬꢸꢪ꣄ ꢦꢸꢬꣁ,तरुम्पुरा॑,த3ரும்பு3ரொ,door frame,நிலைப்படி  
ꢱꣂꢦꢵꢠ꣄,सोपाण,ஸோபாண்,step,படி  
,सोपाण,ஸோபாண்,step,படி  
ꢪꢾꢬ꣄ꢒꢠꢶ,म॑र्कणि,மெர்கணி,Sit out,பால்கனி
ꢪꢾꢜ꣄ꢒꢥꢶ,म॑ट्कनि,மெட்கனி,"steps, staircase",படிக்கட்டு  
ꢥꢶꢛ꣄ꢙꢬꢶꢫꢡꢮ꣄ꢬꢪ꣄,निञ्जरिय तव्रम,நிஞ்ஜரிய தவ்ரம்,bedroom,படுக்கையறை  
ꢱꢫꢥ ꢡꢮ꣄ꢬꢪ꣄,सयन तव्रम,ஸயன தவ்ரம்,bedroom,படுக்கையறை  
ꢪꣃꢮ꣄ꢞꣁ,मौडा॑,மௌடொ3,pandal,பந்தல்  
ꢦꢭꢶꢖ꣄ꢔꢶ ꢣꢾꢫ꣄ꢞꣂ,पलिङगि द॑य्डा॑,பளிங்கி3 தெ3ய்டொ3,marble stone,பளிங்குக்கல்  
ꢤꢹꢪꢸ ꢕꢹꢞ꣄,धूमु घूड,தூ4மு கூ4ட்3,chimney,புகைக்கூண்டு  
ꢤꢹꢪ꣄ꢙꢮꢞ꣄ꢥꢶ,धूम्जवड्नि,தூ4ம் ஜவட்3னி,chimney,புகைபோக்கி  
ꢦꢱ꣄ꢒꢜ꣄ ꢲꣁꢜꢵꢬ꣄,पस्कट हा॑टार्,பஸ்கட் ஹொடார்,backyard,புறக்கடை
ꢦꢹꢙꢵ ꢂꢬꣁ,पूजा अरो,புஜாஅரொ,prayer room,பூசையறை  
ꢨꢷꢒ꣄,बीक्,பீ3க்,lock,பூட்டு  
ꢗꢸꢜ꣄ꢜꢸ ꢦꢷꢡ꣄,चुट्टु पीत्,சுட்டு பீ4த்,compound wall,மதில்  
ꢕꢿꢬꢸ ꢢꢵꢪ꣄,घेरु थाम्,கே4ரு தா2ம்,"plot, house",மனை  
ꢦꢷꢞꢸ ꢪꢸꢔ꣄ꢔꢸ,पीडु मुग्गु,பீடு3முக்3கு3,ornamental drawing with rice flour,மாக்கோலம்  
ꢕꣁꢮ꣄ꢭꣁ,घा॑व्ला॑,கொ4வ்லொ,a cell for keep-ing the lamp on the wall,மாடம்  
ꢮꢶꢣ꣄ꢣꢾ,विद्द॑,வித்3தெ3,upstairs,மாடி  
ꢬꢮꢸꢳ꣄꣄,रवुळ,ரவுள்,"big house, bungalow",மாளிகை  
ꢲꣁꢜꢵꢬ꣄,हा॑टार्,ஹொடா3ர்,courtyard,முற்றம்  
ꢩꣁꢖ꣄ꢔ꣄ꢸ,भा॑ङग,பொ4ங்கு3,bamboo,மூங்கில்  
ꢪꢸꢭꣁ,मूला॑,மூலொ,corner,மூலை  
ꢆꢪ꣄ꢨ꣄ꢬꣁ,उम्ब्रा॑,உம்ப்3ரொ,corner,மூலை  
ꢬꢾꢖ꣄ꢔꢸ,र॑ङगु,ரெங்கு3,"colour, paint",வண்ணம்  
ꢱ꣄ꢮꢵꢔꢡ ꢂꢬꣁ,स्वागत अरा॑,ஸ்வாக3தஅரொ,drawing room,வரவேற்பறை  
ꢨꢜ꣄ꢒꢾ,बट्के,ப3ட்கெ,rent,வாடகை  
ꢨꢜ꣄ꢒꢾ ꢕꢿꢬ꣄,बट्के घेर्,ப3ட்கெகே4ர்,rented house,வாடகைவீடு  
ꢣꢵꢬ꣄,दार,தா3ர்,"threshold, gate",வாசல்  
ꢤꢜꣁ,धडो,த4டொ,"threshold, gate",வாயில்  (கோயில்)
ꢦꢖ꣄ꢓꣁ,पङखो,பங்கொ2,fan,விசிறி  
ꢮꢶꢙꢥꣁ,विजना॑,விஜனொ,fan,விசிறி  
ꢣꢶꢮꣁ,दिवा॑,தி3வொ,"light, lamp",விளக்கு  
ꢕꢿꢬ꣄,घेर्,கே4ர்,house,வீடு  
ꢧꢵꢜ꣄,फाट,பா2ட்,crack,வெடிப்பு  
ꢃꢮꢬꢠꣂ,आवरणा॑,ஆவரணொ,fence,வேலி  
ꢮꢶꢞꢶ,विडि,விடி3,window,ஜன்னல்  
