Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢱꢪ꣄ꢱꣂꢤꢥꢱꢵꢭꣁ,सम्सोधनसाला॑,ஸம்ஸோத4னஸாலொ,samsodhanasaalo',samsodhanasAlO,samsodhanasālŏ,s̪əms̪oːd̪ʰən̪əs̪ɑːlo,research laboratory,ஆய்வுக் கூடம் 
ꢱꢪ꣄ꢱꣂꢤꢥꢵꢦꣁꢡꢶ,सम्सोधनापा॑ति,ஸம்ஸோத4னாபொதி,samsodhanaapo'ti,samsodhanApOti,samsodhanāpŏti,s̪əms̪oːd̪ʰən̪ɑːpot̪ɪ,thesis,ஆய்வுநூல் 
ꢱꢪ꣄ꢱꣂꢤꢥꢵ,सम्सोधना,ஸம்ஸோத4னா,samsodhanaa,samsodhanA,samsodhanā,s̪əms̪oːd̪ʰən̪ɑː,research scholar,ஆய்வு மாணவர் 
ꢮ꣄ꢫꢒ꣄ꢡꢶꢩꢵꢮ꣄,व्यक्तिभाव्,வ்யக்திபா4வ்,vyaktibhaav,vyaktibhAv,vyaktibhāv,ʋjəkt̪ɪbʰɑːʋ,personality,ஆளுமை 
ꢱ꣄ꢮꢩꢵꢮ꣄,स्वभाव्,ஸ்வபா4வ்,svabhaav,svabhAv,svabhāv,s̪ʋəbʰɑːʋ,personality,ஆளுமை 
ꢱꢪꢡ꣄ꢡꢸ,समत्तु,ஸமத்து,samattu,samattu,samattu,s̪əmət̪t̪u,skill,ஆற்றல்/ திறன்
ꢥꢶꢦꢸꢠꢡ꣄ꢮꣁ,निपुणत्वा॑,நிபுணத்வொ,nipunatvo',nipuNatvO,nipuṇatvŏ,n̪ɪpuɳət̪ʋo,skill,ஆற்றல்/ திறன்
ꢱꢖ꣄ꢒꢷꢡ ꢒꢠ꣄ꢱꢵꢭꣁ,सङकीतकलासाला॑,ஸங்கீ3தகலாஸாலொ,sankeeta kansaalo',saGkIta kaNsAlO,saṅkīta kaṇsālŏ,s̪əŋkiːt̪ə kəɳs̪ɑːlo,music college,இசைக்கல்லூரி 
ꢂꢤ꣄ꢫꢵꢫ꣄,अध्याय,அத்4யாய்,adhyaay,adhyAy,adhyāy,əd̪ʰjɑːj,chapter,இயல் 
ꢦ꣄ꢬꢒꢺꢡꢶ,प्रकृति,ப்ரகிருதி,prakri'ti,prakRti,prakṛti,pɾəkɾɨt̪ɪ,nature,இயற்கை 
ꢮ꣄ꢫꢵꢒꢬꢠꣁ,व्याकरणा॑,வ்யாகரணொ,vyaakarano',vyAkaraNO,vyākaraṇŏ,ʋjɑːkəɾəɳo,grammar,இலக்கணம் 
ꢱꢵꢲꢶꢡ꣄ꢫꣁ,साहित्या॑,ஸாஹித்யொ,saahityo',sAhityO,sāhityŏ,s̪ɑːɦɪt̪jo,literature,இலக்கியம் 
ꢔ꣄ꢣ꣄ꢫꣁ,गद्या॑,க3த்3யொ,gdyo',gdyO,gdyŏ,gd̪jo,prose,உரைநடை 
ꢱꢪ꣄ꢩꢵꢰꢠꣁ,सम्भाषणा॑,ஸம்பா4ஷணொ,sambhaashano',sambhASaNO,sambhāṣaṇŏ,s̪əmbʰɑːʂəɳo,conversation,உரையாடல் 
ꢭꢶꢓ꣄꣄ꢭꣁ,लिख्ला॑,லிக்2லொ,likhlo',likhlO,likhlŏ,lɪkʰlo,"pen, pencil",எழுதுகோல் 
ꢡꢬꢾ,तरा॑,கரொ,tare',tarE,tarĕ,t̪əɾe,fee,கட்டணம் 
ꢮ꣄ꢫꢵꢱꣁ,व्यासा॑,வ்யாஸொ,vyaaso',vyAsO,vyāsŏ,ʋjɑːs̪o,essay,கட்டுரை 
ꢭꢾꢓꢸ,लेखु,லேகு2,le'khu,lEkhu,lĕkhu,lekʰu,letter,கடிதம் 
ꢭꢴꢾꢓꣁ,ल्ह॑खा॑,லெ:கொ2,lhe'kho',lhEkhO,lhĕkhŏ,lɦekʰo,"arithmetic, account",கணக்கு 
ꢲꢷꢱꢸ,हीसु,ஹீஸு,heesu,hIsu,hīsu,ɦiːs̪u,"arithmetic, account",கணக்கு 
ꢔꢠꢶꢶꢡ꣄,गणित्,க3ணித்,ganiit,gaNiit,gaṇiit,gəɳɪɪt̪,mathematics,கணிதம் 
ꢓꢾꢥꢶ,ख॑नि,கெ2னி,khe'ni,khEni,khĕni,kʰen̪ɪ,story,கதை 
ꢓꢾꢡꣁ,ख॑ता॑,கெ2தொ,khe'to',khEtO,khĕtŏ,kʰet̪o,story,கதை 
ꢂꢩꢶꢦ꣄ꢬꢵꢫꢸ ꢱꢣꢱ꣄,अभिप्रायु सदस,அபி4ப்ராயு ஸத3ஸ்,abhipraayu sadas,abhiprAyu sadas,abhiprāyu sadas,əbʰɪpɾɑːju s̪əd̪əs̪,seminar,கருத்தரங்கு 
ꢒꢭꢵ ꢱꢵꢭꣁ,कलासाला॑,கலாஸாலொ,kalaa saalo',kalA sAlO,kalā sālŏ,kəlɑː s̪ɑːlo,college,கல்லூரி 
ꢅꢔꢸ ꢮꢶꢣ꣄ꢫꣁ ꢗꢾꢣꢸꢮ꣄,ईगु,ஈகு3,eegu vidyo' che'duv,Igu vidyO cEduv,īgu vidyŏ cĕduv,iːgu ʋɪd̪jo t͡ʃed̪uʋ,education,கல்வி 
ꢅꢔꢸ ꢮꢶꢣ꣄ꢫꣁ ꢗꢾꢣꢸꢮ꣄,विद्या॑,வித்3யொ,eegu vidyo' che'duv,Igu vidyO cEduv,īgu vidyŏ cĕduv,iːgu ʋɪd̪jo t͡ʃed̪uʋ,education,கல்வி 
ꢅꢔꢸ ꢮꢶꢣ꣄ꢫꣁ ꢗꢾꢣꢸꢮ꣄,च॑दुव,செது3வ்,eegu vidyo' che'duv,Igu vidyO cEduv,īgu vidyŏ cĕduv,iːgu ʋɪd̪jo t͡ʃed̪uʋ,education,கல்வி 
ꢒꢮꢶ,कवि,கவி,kavi,kavi,kavi,kəʋɪ,poet,கவி / கவிஞன்
ꢒꢮꢶꢡꣁ,कविता॑,கவிதொ,kavito',kavitO,kavitŏ,kəʋɪt̪o,"song, poem",கவிதை 
ꢄꢔꢞꢱ꣄ꢡꢿ,इगडस्ते,இக3ட3ஸ்தே,igad'aste,igaDaste,igaḍaste,ɪgəɖəs̪t̪eː,teaching,கற்பித்தல் 
ꢗꢾꢮ꣄ꢣꢶꢥꢶ,च॑व्दिनि,செவ்தி3னி,che'vdini,cEvdini,cĕvdini,t͡ʃeʋd̪ɪn̪ɪ,learning,கற்றல் 
ꢱꢶꢒ꣄ꢒꢶꢥꢶ,सिक्किनि,ஸிக்கினி,sikkini,sikkini,sikkini,s̪ɪkkɪn̪ɪ,learning,கற்றல் 
ꢒꢳ꣄꣄ꢙꢪ꣄,कळ्जम्,கள்ஜம்,kal'jam,kaLjam,kal̤jam,kəɭd͡ʒəm,paper,காகிதம் 
ꢒꢵꢮ꣄ꢫꣁ,काव्या॑,காவ்யொ,kaavyo',kAvyO,kāvyŏ,kɑːʋjo,epic,காப்பியம் / காவியம்
ꢱꢹꢗꢥꣁ,सूचना॑,ஸூசனொ,soochano',sUcanO,sūcanŏ,s̪uːt͡ʃən̪o,notes,குறிப்பு 
ꢱꢹꢗꢥꢵꢦꣁꢡꢶ,सूचनापा॑ति,ஸூசனாபொதி,soochanaapo'ti,sUcanApOti,sūcanāpŏti,s̪uːt͡ʃən̪ɑːpot̪ɪ,notebook,குறிப்பேடு 
ꢎꢒꢶ ꢭꢶꢓꢶꢥꢶ,ऐकि लिखिनि,ஐகி லிகி2னி,aiki likhini,aiki likhini,aiki likhini,əɪkɪ lɪkʰɪn̪ɪ,dictation,கேட்டெழுதுதல்
ꢦꢸꢱ꣄ꢥꢶ,पुस्नि,புஸ்னி,pusni,pusni,pusni,pus̪n̪ɪ,question,கேள்வி 
ꢦꢸꢱꢵꢮ꣄,पुसाव्,புஸாவ்,pusaav,pusAv,pusāv,pus̪ɑːʋ,question,கேள்வி 
ꢲꢵꢡꢰꢬ꣄,हातक्षर्,ஹாதக்ஷர்,haatashar,hAtaSar,hātaṣar,ɦɑːt̪əʂəɾ,"handwriting, signature",கையெழுத்து / கையொப்பம்
ꢲꢵꢡꢸꢦꣁꢡꢶ,हातुपोति,ஹாதுபொதி,haatupo'ti,hAtupOti,hātupŏti,ɦɑːt̪upot̪ɪ,handbook,கையேடு 
ꢲꢱ꣄ꢡꢰꢬ꣄,हस्तक्षर्,ஹஸ்தக்ஷர்,hastashar,hastaSar,hastaṣar,ɦəs̪t̪əʂəɾ,,
ꢥꢷꢡꢶꢥꢶꢫꢪꣁ ,नीतिनियमा॑,நீதிநியமொ,neetiniyamo',nItiniyamO,nītiniyamŏ,n̪iːt̪ɪn̪ɪjəmo,policy,கொள்கை 
ꢱꢶꢣ꣄ꢤꢵꢥ꣄ꢡꢸ,सिद्धान्दु,ஸித்3தா4ந்து,siddhaantu,siddhAntu,siddhāntu,s̪ɪd̪d̪ʰɑːn̪t̪u,theory,கோட்பாடு 
ꢗꢶꢡ꣄ꢬꢸ,चित्रु,சித்ரு,chitru,citru,citru,t͡ʃɪt̪ɾu,picture,சித்திரம் 
ꢭꣂꢱꢸ,लोसु,லோஸு,losu,losu,losu,loːs̪u,picture,சித்திரம் 
ꢗꢶꢡ꣄ꢡꢬ꣄,चित्तर्,சித்தர்,chittar,cittar,cittar,t͡ʃɪt̪t̪əɾ,picture,சித்திரம் 
ꢫꣂꢗꢥꣁ,योच,யோசனொ,yochano',yocanO,yocanŏ,joːt͡ʃən̪o,thought,சிந்தனை 
ꢥꢥ꣄ꢓꢾꢥꢶ,न:न्खेनि,ந:ன்கெ2னி,nankhe'ni,nankhEni,nankhĕni,n̪ən̪kʰen̪ɪ,short story,சிறுகதை 
ꢭꣀꢒꢵꢱꢸꢒꢳ꣄ꢙꢾꢪ꣄,लौकासु कळ्जम्,லௌகாஸு கள்ஜெம்,laikaasukal'je'm,laikAsukaLjEm,laikāsukal̤jĕm,ləɪkɑːs̪ukəɭd͡ʒem,newspaper,செய்தித்தாள் 
ꢱꢪꢵꢗꢵꢬꢸꢦꢡ꣄ꢬꣁ,समाचारुपत्रा॑,ஸமாசாருபத்ரொ,samaachaarupatro',samAcArupatrO,samācārupatrŏ,s̪əmɑːt͡ʃɑːɾupət̪ɾo,newspaper,செய்தித்தாள் 
ꢔꢮ꣄ꢥꣁ,गव्नो,க3வ்னொ,gavno',gavnO,gavnŏ,gəʋn̪o,poetry,செய்யுள் 
ꢦꢣ꣄ꢫꢪ꣄,पद्यम,பத்3யம்,padyam,padyam,padyam,pəd̪jəm,poetry,செய்யுள் 
ꢱ꣄ꢭꣂꢒ꣄,स्लोक्,ஸ்லோக்,slok,slok,slok,s̪loːk,poetry,செய்யுள் 
ꢮꢡ꣄ꢡꣁ,वत्ता॑,வத்தொ,vatto',vattO,vattŏ,ʋət̪t̪o,word,சொல் 
ꢒꣁꢰ꣄,कोष,கோஷ்,ko'sh,kOS,kŏṣ,koʂ,lexicon,சொற்களஞ்சியம் 
ꢱꢨ꣄ꢣ ꢩꢠ꣄ꢞꢵꢬ꣄,सब्द पण्डार,ஸப்3த3 ப4ண்டா3ர்,sabda bhand'aar,sabda bhaNDAr,sabda bhaṇḍār,s̪əbd̪ə bʰəɳɖɑːɾ,lexicon,சொற்களஞ்சியம் 
ꢱꣁꢤꢥꣁ,सोधना॑,ஸோத4னொ,so'dhano',sOdhanO,sŏdhanŏ,s̪od̪ʰən̪o,test,சோதனை 
ꢦꢬꢷꢒ꣄ꢰꣁ,परीक्षो,பரீக்ஷொ,pareeksho',parIkSO,parīkṣŏ,pəɾiːkʂo,test,சோதனை 
ꢪꢥ꣄ꢡꢸ,मन्तु,மந்து,mantu,mantu,mantu,mən̪t̪u,mistake,தவறு 
ꢗꢹꢒ꣄,छूक्,சூக்,chook,cUk,cūk,t͡ʃuːk,mistake,தவறு 
ꢒꢸꢠ꣄ꢜꢸ,कुण्टु,குண்டு,kunt'u,kuNTu,kuṇṭu,kuɳʈu,mistake,தவறு 
ꢪꢵꢫ꣄ ꢩꢵꢰꣁ,माय्भाषा॑,மாய்பா4ஷொ,maay bhaasho',mAy bhASO,māy bhāṣŏ,mɑːj bʰɑːʂo,mother tongue,தாய்மொழி 
ꢪꢵꢡ꣄ꢬꢸꢩꢵꢰꣁ,मात्रुभाषा॑,மாத்ருபா4ஷொ,maatrubhaasho',mAtrubhASO,mātrubhāṣŏ,mɑːt̪ɾubʰɑːʂo,mother tongue,தாய்மொழி 
ꢒꢭ꣄ꢙꢾꢪ꣄,कल्जेम्,கள்ஜம்,kalje'm,kaljEm,kaljĕm,kəld͡ʒem,paper,தாள்
ꢥꣀꢦꢸꢠ꣄ꢫ,नैपुण्य,நைபுண்ய,naipunya,naipuNya,naipuṇya,n̪əɪpuɳjə,skill,திறன்
ꢮꢶꢪꢬ꣄ꢱꢥꣁ,विमर्सना॑,விமர்ஸனொ,vimarsano',vimarsanO,vimarsanŏ,ʋɪməɾs̪ən̪o,criticism,திறனாய்வு 
ꢔꢸꢠꢣꣂꢰ ꢮꢶꢗꢵꢬ꣄,गुणदोष विचार,கு3ணதோ3ஷ விசார்,gunadosha vichaar,guNadoSa vicAr,guṇadoṣa vicār,guɳəd̪oːʂə ʋɪt͡ʃɑːɾ,criticism,திறனாய்வு 
ꢮꢶꢩꢵꢔ꣄,विभाग्,விபா4க்3,vibhaag,vibhAg,vibhāg,ʋɪbʰɑːg,department,துறை 
ꢦꢬꢷꢰꢾ,परीक्षे,பரீக்ஷொ,pareeshe',parISE,parīṣĕ,pəɾiːʂe,examination,தேர்வு 
ꢦꢬꢷꢰꢵ ꢢꢵꢪ꣄,परीक्षा थाम्,பரீக்ஷா தா2ம்,pareeshaa thaam,parISA thAm,parīṣā thām,pəɾiːʂɑː t̪ʰɑːm,examination centre,தேர்வுமையம் 
ꢃꢬꢪ꣄ꢩ ꢲꢸꢬꢶ,आरम्ब हुरि,ஆரம்ப4ஹுரி,aarambha huri,Arambha huri,ārambha huri,ɑːɾəmbʰə ɦuɾɪ,primary school,தொடக்கப்பள்ளி 
ꢮꢡ꣄ꢡꢵ ꢡꣁꢬꢠ꣄,वत्ताता॑रण,வத்தாதொரண்,vattaa to'ran,vattA tOraN,vattā tŏraṇ,ʋət̪t̪ɑː t̪oɾəɳ,sentence,தொடரன் 
ꢗꢵꢭ꣄ꢗꢭꢥ꣄,चाल्चलन्,சால்சலன்,chaalchalan,cAlcalan,cālcalan,t͡ʃɑːlt͡ʃələn̪,behaviour,நடத்தை 
ꢗꢭ꣄ꢥꢶ,चल्नि,சல்னி,chalni,calni,calni,t͡ʃəln̪ɪ,behaviour,நடத்தை 
ꢥꢜꢥꣁ,नटना॑,நடனொ,nat'ano',naTanO,naṭanŏ,n̪əʈən̪o,dance,நடனம் 
ꢥꢵꢗꢸ,नाचु,நாசு,naachu,nAcu,nācu,n̪ɑːt͡ʃu,drama,நாடகம் 
ꢭꣁꢒ꣄ꢓꢾꢥꢶ,लोक्ख॑नि,லோக்கெ2னி,lo'kkhe'ni,lOkkhEni,lŏkkhĕni,lokkʰen̪ɪ,folk tale,நாடோடிக் கதை 
ꢭꣂꢒ꣄ꢔꢷꢡ꣄,लोक्गीत्,லோக்கீ3த்,lokgeet,lokgIt,lokgīt,loːkgiːt̪,folk song,நாடோடிப் பாடல் 
ꢣꢿꢱꢶꢔꢷꢡ꣄,देसिगीत,தே3ஸிகீ3த்,desigeet,desigIt,desigīt,d̪eːs̪ɪgiːt̪,folk song,நாடோடிப் பாடல் 
ꢦꣁꢡꢶ,पा॑ति,பொதி,po'ti,pOti,pŏti,pot̪ɪ,book,நூல் 
ꢦꢸꢱ꣄ꢡꢮ꣄,पुस्तव्,புஸ்தவ்,pustav,pustav,pustav,pus̪t̪əʋ,book,நூல் 
ꢦꢸꢱ꣄ꢡꢶꢒꣁ,पुस्तिका॑,புஸ்திகொ,pustiko',pustikO,pustikŏ,pus̪t̪ɪko,book,நூல் 
ꢦꣁꢡꢶꢔ꣄ꢕꢿꢬ꣄,पा॑तिघेर्,பொதிகே4ர்,po'tiggher,pOtiggher,pŏtiggher,pot̪ɪggʰeːɾ,library,நூலகம் 
ꢩꢠ꣄ꢞꢵꢬꢸꢕꢿꢬ꣄,भण्डारुघेर्,ப4ண்டா3ருகே4ர்,bhand'aarugher,bhaNDArugher,bhaṇḍārugher,bʰəɳɖɑːɾugʰeːɾ,library,நூலகம் 
ꢮꢬ꣄ꢠꢪꢵꢭꣁ,वर्णमाला॑,வர்ணமாலொ,varnamaalo',varNamAlO,varṇamālŏ,ʋəɾɳəmɑːlo,alphabet,நெடுங்கணக்கு 
ꢭꢒ꣄ꢰ꣄꣄ꢫꣁ,लक्ष्या॑,லக்ஷ்யொ,lakshyo',lakSyO,lakṣyŏ,ləkʂjo,aim,நோக்கம் 
ꢤ꣄ꢫꢾꢫꢸ,ध्येयु,த்4யேயு,dhye'yu,dhyEyu,dhyĕyu,d̪ʰjeju,aim,நோக்கம் 
ꢦꣁꢒ꣄,पोक्,போக்,po'k,pOk,pŏk,pok,page,பக்கம் 
ꢦꢸꢜꣁ,पुटा॑,புடொ,put'o',puTO,puṭŏ,puʈo,page,பக்கம் 
ꢱ꣄ꢥꢵꢡꢒꣁ,स्नातका॑,ஸ்னாதகொ,snaatako',snAtakO,snātakŏ,s̪n̪ɑːt̪əko,graduate,பட்டதாரி 
ꢆꢦꢵꢤꢶ,उपाधि,உபாதி4,upaadhi,upAdhi,upādhi,upɑːd̪ʰɪ,degree,பட்டம் 
ꢗ꣄qꢡꢸꢮ꣄ ꢒꣁꢜ꣄ꢜꣁ ꢮꢵꢗꢒꢱꢵꢭꣁ,च॑तुव्का॑ट्टा॑ वाचकसाला॑,செது3வ்கொ2ட்டொ,chqtuv ko't't'o' vaachakasaalo',cqtuv kOTTO vAcakasAlO,cqtuv kŏṭṭŏ vācakasālŏ,t͡ʃqt̪uʋ koʈʈo ʋɑːt͡ʃəkəs̪ɑːlo,reading room/library,படிப்பகம் /நூலகம்
ꢗ꣄qꢡꢸꢮ꣄ ꢒꣁꢜ꣄ꢜꣁ ꢮꢵꢗꢒꢱꢵꢭꣁ,च॑तुव्का॑ट्टा॑ वाचकसाला॑,வாசகஸாலொ,chqtuv ko't't'o' vaachakasaalo',cqtuv kOTTO vAcakasAlO,cqtuv kŏṭṭŏ vācakasālŏ,t͡ʃqt̪uʋ koʈʈo ʋɑːt͡ʃəkəs̪ɑːlo,reading room/library,படிப்பகம் /நூலகம்
ꢗꢾꢣꢸꢮ꣄,च॑दुव्,செது3வ்,che'duv,cEduv,cĕduv,t͡ʃed̪uʋ,studies,படிப்பு 
ꢅꢔ꣄,ईग्,ஈக்3,eeg,Ig,īg,iːg,studies,படிப்பு 
ꢧꢬꢪ꣄,फरम्,ப2ரம்,pharam,pharam,pharam,pʰəɾəm,form,படிவம் 
ꢬꢱꢶꢥꢶ,रचिनि,ரசினி,rasini,rasini,rasini,ɾəs̪ɪn̪ɪ,creative work,படைப்பு 
ꢱꢛ꣄ꢗꢶꢒꣁ,सञ्चिका॑,ஸஞ்சிகொ,sanchiko',saJcikO,sañcikŏ,s̪əɲt͡ʃɪko,magazine,பத்திரிகை 
ꢙꢾꢮꢵꢦ꣄,ज॑वाप्,ஜெவாப்,je'vaap,jEvAp,jĕvāp,d͡ʒeʋɑːp,answer,பதில் 
ꢂꢩ꣄ꢫꢵꢱ꣄,अभ्यास्,அப்4யாஸ்,abhyaas,abhyAs,abhyās,əbʰjɑːs̪,learning,பயில்தல் 
ꢙꢿꢪ꣄,जेम्,ஜேம்,jem,jem,jem,d͡ʒeːm,prize,பரிசு 
ꢦꢵꢬꢶꢡꣂꢱꢶꢒꣁ,पारितोसिका॑,பாரிதோஸிகொ,paaritosiko',pAritosikO,pāritosikŏ,pɑːɾɪt̪oːs̪ɪko,prize,பரிசு 
ꢦꢬꢶꢱꣁꢤꢥꣁ,परिसोधना॑,பரிஸோத4னொ,pariso'dhano',parisOdhanO,parisŏdhanŏ,pəɾɪs̪od̪ʰən̪o,experiment,பரிசோதனை 
ꢦꢬ꣄ꢒ꣄ꢰꣁ,परिक्षो,பரிக்ஷொ,parksho',parkSO,parkṣŏ,pəɾkʂo,examinations,பரிட்சை
ꢱꢬ꣄ꢮꢒꢭꢵꢱꢵꢭꣁ,सर्वकलासाला॑,ஸர்வகலாஸாலொ,sarvakalaasaalo',sarvakalAsAlO,sarvakalāsālŏ,s̪əɾʋəkəlɑːs̪ɑːlo,university,பல்கலைக் கழகம் 
ꢲꢸꢬꢶ,हुरि,ஹுரி,huri,huri,huri,ɦuɾɪ,school,பள்ளி / பள்ளிக்கூடம்
ꢙꢸꢥ꣄ꢥꢮꢵꢗꢸ,जुन्नवाचु,ஜுன்னவாசு,junnavaachu,junnavAcu,junnavācu,d͡ʒun̪n̪əʋɑːt͡ʃu,proverb,பழமொழி 
ꢦ꣄ꢬꢵꢮꢵꢗꢸ,प्रावाचु,ப்ராவாசு,praavaachu,prAvAcu,prāvācu,pɾɑːʋɑːt͡ʃu,proverb,பழமொழி 
ꢔꢷꢡ꣄,गीत्,கீ3த்,geet,gIt,gīt,giːt̪,song,பாட்டு 
ꢦꢵꢝꢮꢶꢮꢬꢠꣁ,पाठविवरणा॑,பாட2விவரணொ,paat'havivarano',pAThavivaraNO,pāṭhavivaraṇŏ,pɑːʈʰəʋɪʋəɾəɳo,syllabus,பாடத்திட்டம் 
ꢦꢵꢝꢦꢸꢱ꣄ꢡꢮ꣄,पाठ्पुस्तव्,பாட2புஸ்தவ்,paat'hapustav,pAThapustav,pāṭhapustav,pɑːʈʰəpus̪t̪əʋ,textbook,பாடப்புத்தகம் 
ꢦꢵꢝ꣄,फठ,பாட்2,paat'h,pATh,pāṭh,pɑːʈʰ,lesson,பாடம் 
ꢦꣁꢬꣁ,पा॑रा॑,பொரொ,po'ro',pOrO,pŏrŏ,poɾo,error,பிழை 
ꢪꢥ꣄ꢡꢸ,मन्तु,மந்து,mantu,mantu,mantu,mən̪t̪u,error,பிழை 
ꢦꣁꢡꢶ,पा॑ति,பொதி,po'ti,pOti,pŏti,pot̪ɪ,book,புத்தகம்
ꢭꢵꢪ꣄ꢓꢾꢥꢶ,लाम्ख॑नि,லாம்கெ2னி,laamkhe'ni,lAmkhEni,lāmkhĕni,lɑːmkʰen̪ɪ,novel,புதினம் 
ꢥꣁꢮ꣄ꢮꢒꢮꢶꢡꣁ,ना॑व्वकविता॑,நொவ்வ கவிதொ,no'vvakavito',nOvvakavitO,nŏvvakavitŏ,n̪oʋʋəkəʋɪt̪o,"modern poetry, free verse",புதுக்கவிதை 
ꢦꢸꢬꢵꢠꣁ,पुराणा॑,புராணொ,puraano',purANO,purāṇŏ,puɾɑːɳo,mythology,புராணம் 
ꢪꢴꢵ ꢏꢣ꣄ꢣꢶ,म्हा आ॑द्दि,மா: ஒத்3தி3,mhaa o'ddi,mhA Oddi,mhā ŏddi,mɦɑː od̪d̪ɪ,professor,பேராசிரியர் 
ꢭꢶꢒ꣄ꢭꣁ,लिक्ला॑,லிக்லொ,liklo',liklO,liklŏ,lɪklo,pen,பேனா 
ꢮꢶꢰꢫꢸ,विषयु,விஷயு,vishayu,viSayu,viṣayu,ʋɪʂəju,subject,பொருள் 
ꢫꢥ꣄ꢡ꣄ꢬꢸꢮꢶꢣ꣄ꢫꣁ,यन्त्रु विद्या॑,யந்த்ருவித்3யொ,yantruvidyo',yantruvidyO,yantruvidyŏ,jən̪t̪ɾuʋɪd̪jo,engineering,பொறியியல் 
