Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢡꢶꢫꢾꢢꢵꢥꢸꢒ꣄,तिय॑धानुक्,த்யெதா4னு,tiye'thaanuk,tiyEthAnuk,tiyĕthānuk,t̪ɪjet̪ʰɑːn̪uk,accordingly,அதன்படி  
ꢡꢶꢫꢾ ꢧꢭ꣄ꢗꣁ,तिय॑फल्चा॑,த்யெப2ல்சொ,tiye' phalcho',tiyE phalcO,tiyĕ phalcŏ,t̪ɪje pʰəlt͡ʃo,after that,அதன் பின்  
ꢲꢵꢭꢶꢪ꣄,हालिम्,ஹாலிம்,haalim,hAlim,hālim,ɦɑːlɪm,so,அதனால்  
ꢭꢾꢥ꣄ꢡꣁ,ल॑न्ता॑,லெந்தொ,le'nto',lEntO,lĕntŏ,len̪t̪o,so,அதனால்  
ꢡꢾꢭ꣄ꢫꢒꢲꢵꢭ꣄,त॑ल्यकहाल्,தெல்யகஹால்,te'lyakahaal,tElyakahAl,tĕlyakahāl,t̪eljəkəɦɑːl,thereupon,அதன்விளைவாக  
ꢂꢬ꣄ꢢꢵꢡ꣄,अर्थात,அர்தா2த்,arthaat,arthAt,arthāt,əɾt̪ʰɑːt̪,That is,அதாவது  
ꢂꢡꢶꢬ꣄ꢰ꣄ꢜꢸꢒꢥꢶ,अतिर्ष्टुकनि,அதி3ர்ஷ்டுகனி,atirsht'ukani,atirSTukani,atirṣṭukani,ət̪ɪɾʂʈukən̪ɪ,luckily,அதிர்ஷ்டவசமாக   
ꢥꢶꢫꢵꢮ꣄ ꢥꢴꢷꢡꣁ,नियाव न्हीता॑,ந்யாவ் நீ:தொ,niyaav nheeto',niyAv nhItO,niyāv nhītŏ,n̪ɪjɑːʋ n̪ɦiːt̪o,Unjustly,அநியாயமாக  
ꢬꢪꢵ ꢬꢪꢶ,रमारमि,ரமாரமி,ramaa rami,ramA rami,ramā rami,ɾəmɑː ɾəmɪ,approximately,அநேகமாக  
ꢆꢥ꣄ꢥ ꢆꢦꢶꢬ꣄ꢒꢥꢶ,उन्न उपिर्कनि,உன்ன உபிர்கனி,unna upirkani,unna upirkani,unna upirkani,un̪n̪ə upɪɾkən̪ɪ,approximately,அநேகமாக  
ꢡꣂꢬꢫꢪ꣄ꢒꢥꢶ,तोरायम्कनि,தோராயம்கனி,torayamkani,torayamkani,torayamkani,t̪oːɾəjəmkən̪ɪ,approximately,அநேகமாக  
ꢲꢵꢭꢶꢪ꣄,हालिम्,ஹாலிம்,haalim,hAlim,hālim,ɦɑːlɪm,so,அப்படி /அதனால்
ꢭꢾꢥ꣄ꢡꣁ,ल॑न्ता॑,லெந்தொ,le'nto',lEntO,lĕntŏ,len̪t̪o,so,அப்படி /அதனால்
ꢡꢾꢒ ꢧꢭ꣄ꢗꣁ,त॑कफल्चा॑,தெகப2ல்சொ,te'ka phalcho',tEka phalcO,tĕka phalcŏ,t̪ekə pʰəlt͡ʃo,"off, away",அப்பால்  
ꢣꢸꢣꢹꢬ꣄,दुदूर,து3தூ3ர்,dudoor,dudUr,dudūr,d̪ud̪uːɾ,"off, away",அப்பால்  
ꢲꢾꢡꢵꢬ꣄ꢡ꣄ꢡꢸꢒꢥ꣄,ह॑तार्त्तुकन्,ஹெதா3ர்துகன்,he'taarttukan,hEtArttukan,hĕtārttukan,ɦet̪ɑːɾt̪t̪ukən̪,innocently,அப்பாவித்தனமாக   
ꢡꢶꢫꢾ ꢦꢭ꣄ꢗꣁ,तिय॑पल्चा॑,த்யெபல்சொ,tiye' palcho',tiyE palcO,tiyĕ palcŏ,t̪ɪje pəlt͡ʃo,after that,அப்புறம்  
ꢡꢿ ꢮꢿꢳ꣄,देवेळ त्यवेळ,தேவேள்,te vel',te veL,te vel̤,t̪eː ʋeːɭ,that time,அப்போது  
ꢡ꣄ꢫꢮꢿꢳ꣄,देवेळ त्यवेळ,த்யவேள்,tyavel',tyaveL,tyavel̤,t̪jəʋeːɭ,that time,அப்போது  
ꢂꢥ꣄ꢫꢵꢮ꣄ꢒꢥꢶ,अन्याव्कनि,அந்யாவ்கனி,anyaavkani,anyAvkani,anyāvkani,ən̪jɑːʋkən̪ɪ,unfairly,அபாண்டமாக  
ꢂꢦꢹꢬ꣄ꢦꢸꢒꢥ꣄,अपूर्वुकन्,அபூர்வுகனி,apoorpukan,apUrpukan,apūrpukan,əpuːɾpukən̪,rarely,அபூர்வமாக  
ꢤꢵꢪ꣄ ꢤꢹꢪ꣄ꢒꢥ꣄,धाम्धूम्कन्,தா4ம்தூ4ம்கன்,dhaam dhoomkan,dhAm dhUmkan,dhām dhūmkan,d̪ʰɑːm d̪ʰuːmkən̪,with pomp and show,அமர்க்களமாக  
ꢯꢵꢥ꣄ꢡꢶꢒꢥ꣄,शान्तिकन्,ஶாந்திகன்,shaantikan,zAntikan,śāntikan,ʃɑːn̪t̪ɪkən̪,"calmly, quietly, patiently",அமைதியாக  
ꢭꢾꢔꢸꢡ꣄ꢡ,ल॑गुत्त,லெகு3த்த,le'gutta,lEgutta,lĕgutta,legut̪t̪ə,near,அருகில்  /அருகே
ꢡꣁ,ता॑,தொ,to',tO,tŏ,t̪o,near,அருகில்  /அருகே
ꢗꣁꢒ꣄ꢒꢜ꣄ꢒꢥ꣄,चा॑क्कट्कन्,சொக்கட்கன்,cho'kkat'kan,cOkkaTkan,cŏkkaṭkan,t͡ʃokkəʈkən̪,nicely,அருமையாக  
ꢒꢶꢖ꣄ꢒꢶꢬ꣄ꢥꢶ,किन्किर्नि,கிங்கிர்கனி,kinkirni,kiGkirni,kiṅkirni,kɪŋkɪɾn̪ɪ,awkwardly,அருவருப்பாக  
ꢲꢣ꣄ꢣꢵꢪꢸꢣ꣄ꢣꢸ,हद्दामुद्दु म्हद्दिम,ஹத்3தா3முத்3து3,haddaamuddu,haddAmuddu,haddāmuddu,ɦəd̪d̪ɑːmud̪d̪u,Interim/in the middle,அரைகுறையாக  
ꢪꢴꢣ꣄ꢣꢶꢪ꣄,हद्दामुद्दु म्हद्दिम,ம:த்3தி3ம்,mhaddim,mhaddim,mhaddim,mɦəd̪d̪ɪm,Interim/in the middle,அரைகுறையாக  
ꢂꢱꢶꢖ꣄ꢒꢪ꣄ꢒꢥ꣄,असिङ्कम्कन्,அஸிங்க3ம்கன்,asinkamkan,asiGkamkan,asiṅkamkan,əs̪ɪŋkəmkən̪,gracelessly,அலங்கோலமாக   
ꢂꢭꢞ꣄ꢱꢶꢫꢪ꣄ꢒꢥ꣄,अलड्सियम्कन्,அலட்3ஸியம்கன்,alad'siyamkan,alaDsiyamkan,alaḍsiyamkan,ələɖs̪ɪjəmkən̪,carelessly,அலட்சியமாக  
ꢡꢶꢒ꣄ꢒꢾ,तिक्क॑,தித்கெ,tikke',tikkE,tikkĕ,t̪ɪkke,that much,அவ்வளவு  
ꢡꢶꢱꣁ,तिसा॑,திஸொ,tiso',tisO,tisŏ,t̪ɪs̪o,that way,அவ்வாறு  
ꢡꢶꢱꢥꢶ,तिसनि,திஸனி,tisani,tisani,tisani,t̪ɪs̪ən̪ɪ,in that manner,அவ்விதம்  
ꢂꢮ꣄ꢱꢬ꣄ꢒꢥ꣄,अव्सर्कन्,அவ்ஸர்கன்,avsarkan,avsarkan,avsarkan,əʋs̪əɾkən̪,"urgently, hastily",அவசரமாக  
ꢱꢶꢖ꣄ꢒꢵꢬ꣄ꢒꢥ꣄,सिङ्कार्कन्,ஸிங்கா3ர்கன்,sinkaarkan,siGkArkan,siṅkārkan,s̪ɪŋkɑːɾkən̪,"fairly, beautifully",அழகாக  
ꢙꢞꢒꢥ꣄,जडकन्,ஜட3கன்,jad'akan,jaDakan,jaḍakan,d͡ʒəɖəkən̪,emphatically,அழுத்தமாக  
ꢤꢶꢣꢮ꣄ꢒꢥ꣄,धिडव्कन,தி4ட3வ்கன்,dhidavkan,dhidavkan,dhidavkan,d̪ʰɪd̪əʋkən̪,emphatically,அழுத்தமாக  
ꢣꢾꢛ꣄ꢗꢸꢒꢥ꣄,द॑न्चुकन,தெ3ஞ்சுகன்,de'nchukan,dEJcukan,dĕñcukan,d̪eɲt͡ʃukən̪,emphatically,அழுத்தமாக  
ꢦꢶꢬꢿꢒꢥ꣄,पिरेव्कन्,ப்ரேவ்கன்,pirekan,pirekan,pirekan,pɪɾeːkən̪,affectionately,அன்பாக  
ꢲꢵꢭꢶꢪ꣄,हालिम्,ஹாலிம்,haalim,hAlim,hālim,ɦɑːlɪm,therefore,ஆகையால்  
ꢔꢾꢬꢸꢮ꣄ꢒꢥ꣄,ग॑रुवकन्,கெ3ருவ்கன்,ge'ruvkan,gEruvkan,gĕruvkan,geɾuʋkən̪,arrogantly,ஆங்காரமாக  
ꢃꢯ꣄ꢗꢬ꣄ꢫꢸꢒꢥ꣄,आश्चर्युकन्,ஆஶ்சர்யுகன்,aashcharyukan,Azcaryukan,āścaryukan,ɑːʃt͡ʃəɾjukən̪,surprisingly,ஆச்சரியமாக  
ꢃꢱ꣄ꢡꢒꢥ꣄,आस्तकन्,ஆஸ்தகன்,aastakan,Astakan,āstakan,ɑːs̪t̪əkən̪,fondly,ஆசையாக  
ꢪꣂꢙꢒꢥꢶ,मोजकनि,மோஜகனி,mojakani,mojakani,mojakani,moːd͡ʒəkən̪ɪ,pompously,ஆடம்பரமாக  
ꢏꢬ꣄ꢱꣁꢬ꣄ꢱꢸꢒꢥꢶ,आ॑र्सा॑र्सुकनि,ஒர்ஸொர்ஸுகனி,o'rso'rsukani,OrsOrsukani,ŏrsŏrsukani,oɾs̪oɾs̪ukən̪ɪ,annually,ஆண்டுதோறும்  
ꢣꢷꢬ꣄ꢕꢸꢒꢥꢶ,दीर्घुकनि,தீ3ர்கு4கனி,deerghukani,dIrghukani,dīrghukani,d̪iːɾgʰukən̪ɪ,emphatically,ஆணித்தரமாக  
ꢃꢣꢬꢮ꣄ꢒꢥꢶ,आदरव्कनि,ஆத3ரவ்கனி,aadaravkani,Adaravkani,ādaravkani,ɑːd̪əɾəʋkən̪ɪ,supportively,ஆதரவாக  
ꢆꢡ꣄ꢱꢵꢲ꣄ꢒꢥꢶ,उत्सह्कनि,உத்ஸாஹ்கனி,utsaahkani,utsAhkani,utsāhkani,ut̪s̪ɑːɦkən̪ɪ,interestedly,ஆர்வமாக  
ꢱꢸꢱ꣄ꢡꢶꢒꢥꢶ,सुस्तिकनि,ஸுஸ்திகனி,sustikani,sustikani,sustikani,s̪us̪t̪ɪkən̪ɪ,healthily,ஆரோக்கியமாக   
ꢂꢖ꣄ꢓꢹꢬ꣄ꢒꢥꢶ,अङ्खूरकनि,அங்கூ2ர்கனி,ankhoorkani,aGkhUrkani,aṅkhūrkani,əŋkʰuːɾkən̪ɪ,slap dash,ஆவேசமாக  
ꢭꣂꢡ꣄ꢒꢥꢶ,लोत्कनि,லோத்கனி,lotkani,lotkani,lotkani,loːt̪kən̪ɪ,deeply,ஆழமாக  
ꢗꢪꢤꢵꢥ꣄ꢒꢥꢶ,समधान्कनि,ஸமதா4ன்கனி,chamadhaankani,camadhAnkani,camadhānkani,t͡ʃəməd̪ʰɑːn̪kən̪ɪ,consolingly,ஆறுதலாக  
ꢡꣀꢬꢦꣂꢒ꣄,तैरपोक्,தை3ரபோக்,tairapok,tairapok,tairapok,t̪əɪɾəpoːk,left,இடது பக்கமாக   
ꢪꢴꢣ꣄ꢣꢶꢪꢴꢣ꣄ꢣꢶꢪ꣄,म्हद्दिम्हद्दिम्,ம:த்3தி3ம:த்3தி3ம்,mhaddimhaddim,mhaddimhaddim,mhaddimhaddim,mɦəd̪d̪ɪmɦəd̪d̪ɪm,now and then,இடையிடையே  
ꢂꢞ꣄ꢜꢪ꣄ꢒꢥꢶ ꢂꢮ꣄ꢞꢒꢥꢶ,अड्टम्कनि अव्डकनि,அட்3ட3ம்கனி,ad't'amkani avd'akani,aDTamkani avDakani,aḍṭamkani avḍakani,əɖʈəmkən̪ɪ əʋɖəkən̪ɪ,as interference,இடையூறாக  
ꢂꢞ꣄ꢜꢪ꣄ꢒꢥꢶ ꢂꢮ꣄ꢞꢒꢥꢶ,अड्टम्कनि अव्डकनि,அவ்ட3கனி,ad't'amkani avd'akani,aDTamkani avDakani,aḍṭamkani avḍakani,əɖʈəmkən̪ɪ əʋɖəkən̪ɪ,as interference,இடையூறாக  
ꢱꢪ꣄ꢪꢡ꣄ꢒꢥꢶ,सम्मत्कनि,ஸம்மத்கனி,sammatkani,sammatkani,sammatkani,s̪əmmət̪kən̪ɪ,"agreeably, acceptably",இணக்கமாக  
ꢗꢾꢬꢶꢒꢥꢶ,च॑रिकनि,செரிகனி,che'rikani,cErikani,cĕrikani,t͡ʃeɾɪkən̪ɪ,jointly,இணையாக
ꢄꢱꢒꢥ꣄  ꢌꢭ꣄ꢫꢒꢲꢵꢭ꣄,इसकन ए॑ल्यकहाल,இஸகன்,isakan  e'lyakahaal,isakan  ElyakahAl,isakan  ĕlyakahāl,ɪs̪əkən̪  eljəkəɦɑːl,hereby,இதன் மூலமாக/இதனால்
ꢄꢱꢒꢥ꣄  ꢌꢭ꣄ꢫꢒꢲꢵꢭ꣄,इसकन ए॑ल्यकहाल,எல்யகஹால்,isakan  e'lyakahaal,isakan  ElyakahAl,isakan  ĕlyakahāl,ɪs̪əkən̪  eljəkəɦɑːl,hereby,இதன் மூலமாக/இதனால்
ꢫꢿꢭꢾꢥ꣄ꢡꢸ,येल॑न्तु,யேலெந்து,yele'ntu,yelEntu,yelĕntu,jeːlen̪t̪u,Heretofore,இதுவரை  
ꢂꢡ꣄ꢡꣁ,अत्ता॑,அத்தொ,atto',attO,attŏ,ət̪t̪o,now,இப்பொழுது/ இப்போது
ꢦ꣄ꢬꢒ꣄ꢬꢸꢡꢶꢒꢥꢶ,प्रक्रुतिकनि,ப்ரக்ருதிகனி,prakrutikani,prakrutikani,prakrutikani,pɾəkɾut̪ɪkən̪ɪ,naturally,இயற்கையாக  
ꢱ꣄ꢮꢩꢵꢮ꣄ꢒꢥꢶ,स्वभाव्कनि,ஸ்வபா4வ்கனி,svabhaavkani,svabhAvkani,svabhāvkani,s̪ʋəbʰɑːʋkən̪ɪ,naturally,இயல்பாக  
ꢡꢫꢒꢥꢶ,तयकनि,தயகனி,tayakani,tayakani,tayakani,t̪əjəkən̪ɪ,grace fully,இரக்கமாக  
ꢬꢲꢱ꣄ꢫꢸꢪ꣄ꢒꢥꢶ,रहस्युकनि,ரஹஸ்யுகனி,rahasyumkani,rahasyumkani,rahasyumkani,ɾəɦəs̪jumkən̪ɪ,secretly,இரகசியமாக  
ꢣꢶꢮꢫꢾ,दिवया॑,தி3வயொ,divaye',divayE,divayĕ,d̪ɪʋəje,secondly,இரண்டாவதாக  
ꢣꢷꢮꣂꢜ꣄,दीवोट,தீ3வோட்,deevot',dIvoT,dīvoṭ,d̪iːʋoːʈ,two times,இருமடங்காக  
ꢔꣂꢱ꣄ ꢥꢶꢯ꣄ꢯꢸꢭ꣄ꢒꢸꢒꢥꢶ,गोस् निश्शुल्कुकनि,கோ3ஸ்,gos nishshulkukani,gos nizzulkukani,gos niśśulkukani,goːs̪ n̪ɪʃʃulkukən̪ɪ,freely,இலவசமாக  
ꢔꣂꢱ꣄ ꢥꢶꢯ꣄ꢯꢸꢭ꣄ꢒꢸꢒꢥꢶ,गोस् निश्शुल्कुकनि,நிஶ்ஶுல்குகனி,gos nishshulkukani,gos nizzulkukani,gos niśśulkukani,goːs̪ n̪ɪʃʃulkukən̪ɪ,freely,இலவசமாக  
ꢲꢭ꣄ꢒꢒꢥꢶ,हल्ककनि,ஹல்ககனி,halkakani,halkakani,halkakani,ɦəlkəkən̪ɪ,lightly,இலேசாக  
ꢲꢮ꣄ꢭꢒꢥꢶ꣄,हव्लकनि,ஹவ்லகனி,havlakani,havlakani,havlakani,ɦəʋləkən̪ɪ,lightly,இலேசாக  
ꢄꢒ꣄ꢒ,इत्क,இத்க,ikka,ikka,ikka,ɪkkə,this much,இவ்வளவு  
ꢄꢱꣁ,इसा॑,இஸொ,iso',isO,isŏ,ɪs̪o,in this way,இவ்வாறாக  
ꢄꢱꢥꢶ,इसनि,இஸனி,isani,isani,isani,ɪs̪ən̪ɪ,in this way,இவ்வாறாக  
ꢄꢱꢥꢶ,इसनि,இஸனி,isani,isani,isani,ɪs̪ən̪ɪ,in this way,இவ்விதம்  
ꢲꢸꢡ꣄ꢡꢸꢬꢱ꣄ꢡꢶꢱꣁ,हुत्तुरस्तिसा॑,ஹுத்துரஸ்திஸொ,hutturastiso',hutturastisO,hutturastisŏ,ɦut̪t̪uɾəs̪t̪ɪs̪o,downwardly,இறக்கமாக  
ꢲꣂꢜ꣄ꢒꢥꢶ,होट्कनि,ஹோட்கனி,hot'kani,hoTkani,hoṭkani,ɦoːʈkən̪ɪ,tightly,இறுக்கமாக/இறுக்கம்
ꢲꣁꢜ꣄,होट,ஹோட்,ho't',hOT,hŏṭ,ɦoʈ,tightly,இறுக்கமாக/இறுக்கம்
ꢔꢸꢳ꣄ꢳꢾꢒꢥꢶ,गुळ्ळ॑कनि,கு3ள்ளெகனி,gul'l'e'kani,guLLEkani,gul̤l̤ĕkani,guɭɭekən̪ɪ,sweetly,இனிமையாக  
ꢔꢸꢳ꣄ꢳꢾ,गुळ्ळ॑,கு3ள்ளெ,gul'l'e',guLLE,gul̤l̤ĕ,guɭɭe,sweetly,இனிமையாக  
ꢂꢖ꣄ꢔꢸꢥ꣄,अङ्गुन्,அங்கு3ன்,angun,aGgun,aṅgun,əŋgun̪,moreover/still,இன்னும்  
ꢲꢶꢥ꣄ꢣꣁ,हिन्दा॑,ஹிந்தொ3,hindo',hindO,hindŏ,ɦɪn̪d̪o,today,இன்று  
ꢗꢾꢬ꣄ꢒꢵ ꢗꢾꢬ꣄ꢒꣁ,स॑र्कास॑र्का॑,ஸெர்காஸெர்கொ,che'rkaa che'rko',cErkA cErkO,cĕrkā cĕrkŏ,t͡ʃeɾkɑː t͡ʃeɾko,equally,ஈடாக  
ꢩꢶꢡ꣄ꢡꢬ꣄,भित्तर्,பி4த்தர்,bhittar,bhittar,bhittar,bʰɪt̪t̪əɾ,from inside,உட்பக்கமாக  
ꢩꢶꢡ꣄ꢡꢬꢸꢡꣁꢒꢥ꣄,भित्तरुता॑कन,பி4த்தருதொகன்,bhittaruto'kan,bhittarutOkan,bhittarutŏkan,bʰɪt̪t̪əɾut̪okən̪,inwardly,உட்புறத்திலிருந்து
ꢡꢾꢥ꣄ꢥꢮꢾꢖ꣄ꢔꢸꢪ꣄,त॑न्नवेङ्गुम्,தென்னவேங்கு3ம்,te'nnave'ngum,tEnnavEGgum,tĕnnavĕṅgum,t̪en̪n̪əʋeŋgum,immediately,உடனடியாக
ꢡꢡ꣄ꢒ꣄ꢰꢠꢪ꣄,तत्क्षणम्,தத்க்ஷணம்,tatkshanam,tatkSaNam,tatkṣaṇam,t̪ət̪kʂəɳəm,at once/ immediately,உடனடியாக  
ꢍꢮꢿꢳ꣄,एवेळ,ஏவேள்,evel',eveL,evel̤,eːʋeːɭ,at once/ immediately,உடனடியாக  
ꢥꢶꢙꢪ꣄ꢒꢥꢶ ꢱꢾꢡ꣄ꢡꢸꢒꢥꢶ ꢬꢴꢡ꣄ꢡꢤꢵꢥꢸ,निजम्कनि स॑त्तुकनि र्हत्तधानु,நிஜம்கனி,nijamkani se'ttukani rhattadhaanu,nijamkani sEttukani rhattadhAnu,nijamkani sĕttukani rhattadhānu,n̪ɪd͡ʒəmkən̪ɪ s̪et̪t̪ukən̪ɪ ɾɦət̪t̪əd̪ʰɑːn̪u,"truely, honestly",உண்மையாக  
ꢥꢶꢙꢪ꣄ꢒꢥꢶ ꢱꢾꢡ꣄ꢡꢸꢒꢥꢶ ꢬꢴꢡ꣄ꢡꢤꢵꢥꢸ,निजम्कनि स॑त्तुकनि र्हत्तधानु,ஸெத்துகனி,nijamkani se'ttukani rhattadhaanu,nijamkani sEttukani rhattadhAnu,nijamkani sĕttukani rhattadhānu,n̪ɪd͡ʒəmkən̪ɪ s̪et̪t̪ukən̪ɪ ɾɦət̪t̪əd̪ʰɑːn̪u,"truely, honestly",உண்மையாக  
ꢥꢶꢙꢪ꣄ꢒꢥꢶ ꢱꢾꢡ꣄ꢡꢸꢒꢥꢶ ꢬꢴꢡ꣄ꢡꢤꢵꢥꢸ,निजम्कनि स॑त्तुकनि र्हत्तधानु,ர:த்ததா4னு,nijamkani se'ttukani rhattadhaanu,nijamkani sEttukani rhattadhAnu,nijamkani sĕttukani rhattadhānu,n̪ɪd͡ʒəmkən̪ɪ s̪et̪t̪ukən̪ɪ ɾɦət̪t̪əd̪ʰɑːn̪u,"truely, honestly",உண்மையாக  
ꢩꢮ ꢮꢱꢒꢥꢶ ꢩꢵꢮ ꢦꢹꢬ꣄ꢠꢒꢥꢶ,भाव वसकनि भाव पूर्णकनि,பா4வ வஶகனி,bhava vasakani bhaava poornakani,bhava vasakani bhAva pUrNakani,bhava vasakani bhāva pūrṇakani,bʰəʋə ʋəs̪əkən̪ɪ bʰɑːʋə puːɾɳəkən̪ɪ,emotionally,உணர்ச்சிவசகமாக   
ꢩꢮ ꢮꢱꢒꢥꢶ ꢩꢵꢮ ꢦꢹꢬ꣄ꢠꢒꢥꢶ,भाव वसकनि भाव पूर्णकनि,பா4வ பூர்ணகனி,bhava vasakani bhaava poornakani,bhava vasakani bhAva pUrNakani,bhava vasakani bhāva pūrṇakani,bʰəʋə ʋəs̪əkən̪ɪ bʰɑːʋə puːɾɳəkən̪ɪ,emotionally,உணர்ச்சிவசகமாக   
ꢆꢖ꣄ꢗ,उञ्च,உஞ்ச,ungcha,uGca,uṅca,uŋt͡ʃə,tall,உயரமாக  
ꢆꢖ꣄ꢗꢒꢥꢶ,उञ्चकनि,உஞ்சகனி,ungchakani,uGcakani,uṅcakani,uŋt͡ʃəkən̪ɪ,tall,உயரமாக  
ꢆꢥ꣄ꢥꢡꢸꢒꢥꢶ,उन्नतुकनि,உன்னதுகனி,unnatukani,unnatukani,unnatukani,un̪n̪ət̪ukən̪ɪ,highly,உயர்வாக  
ꢕꢾꢜ꣄ꢜꢶ,घ॑ट्टि,கெ4ட்டி,ghe't't'i,ghETTi,ghĕṭṭi,gʰeʈʈɪ,aloud,உரக்க  
ꢒꢬꢸꢠꢱꢾꢬꣁ,करुणस॑र॓,கருணஸெரொ,karunase'ro',karuNasErO,karuṇasĕrŏ,kəɾuɳəs̪eɾo,pathetically,உருக்கமாக  
ꢂꢜꢸꢒ꣄ꢒꢥꢶ,अडुक्कनि,அடு3கனி,at'ukkani,aTukkani,aṭukkani,əʈukkən̪ɪ,inside,உள்ளாக  
ꢩꢶꢡ꣄ꢡꢬ꣄ꢒꢥꢶ,भित्तर्कनि,பி4த்தர்கனி,bhittarkani,bhittarkani,bhittarkani,bʰɪt̪t̪əɾkən̪ɪ,inside,உள்ளாக  
ꢩꢶꢱ꣄ꢡꢬ꣄,भिस्तर्,பி4த்தர்,bhistar,bhistar,bhistar,bʰɪs̪t̪əɾ,inside,உள்ளே  
ꢒꢸꢱ꣄ꢒꢶꢥꢶꢒꢥꢶ,कुस्किनिकनि,குஸ்கினிகனி,kuskinikani,kuskinikani,kuskinikani,kus̪kɪn̪ɪkən̪ɪ,pinching,உறுத்தலாக
ꢤꢶꢞꢮ꣄ꢒꢥꢶ,धिडव्कनि,தி4ட3வ்கனி,dhid'avkani,dhiDavkani,dhiḍavkani,d̪ʰɪɖəʋkən̪ɪ,strongly,உறுதியாக  
ꢯ꣄ꢬꢿꢱ꣄ꢲ꣄ꢝꢸꢒꢥꢶ ꢪꢿꢜꢸꢒꢥꢶ,शिरेष्ठुकनि मेटुकनि,ஶ்ரேஷ்டு2கனி,shresht'hukani met'ukani,zreshThukani meTukani,śreshṭhukani meṭukani,ʃɾeːs̪ɦʈʰukən̪ɪ meːʈukən̪ɪ,magnificently,உன்னதமாக  
ꢯ꣄ꢬꢿꢱ꣄ꢲ꣄ꢝꢸꢒꢥꢶ ꢪꢿꢜꢸꢒꢥꢶ,शिरेष्ठुकनि मेटुकनि,மேடுகனி,shresht'hukani met'ukani,zreshThukani meTukani,śreshṭhukani meṭukani,ʃɾeːs̪ɦʈʰukən̪ɪ meːʈukən̪ɪ,magnificently,உன்னதமாக  
ꢙꢵꢔ꣄ꢬꢡꢒꢥꢶ,जाग्रतकनि,ஜாக்3ரதகனி,jaagratakani,jAgratakani,jāgratakani,d͡ʒɑːgɾət̪əkən̪ɪ,carefully,உன்னிப்பாக  
ꢪꢵꢤ꣄ꢫꢪꢒꢥꢶ,माध्यमकनि,மாத்4யமகனி,maadhyamakani,mAdhyamakani,mādhyamakani,mɑːd̪ʰjəməkən̪ɪ,through,ஊடாக  
